,Title,Year,Director,Writer,Actors,Genre,Language,Country,Runtime,BoxOffice
1076,Bangkok Dangerous,2008,"Danny Pang, Oxide Chun Pang","Jason Richman (screenplay), Oxide Chun Pang, Danny Pang","Nicolas Cage, Shahkrit Yamnarm, Charlie Yeung, Panward Hemmanee",Action,English,USA,99,15195406
1086,The Mysteries of Pittsburgh,2008,Rawson Marshall Thurber,"Rawson Marshall Thurber (screenplay), Michael Chabon (novel)","Jon Foster, Peter Sarsgaard, Sienna Miller, Nick Nolte",Adventure,English,USA,95,32783
1087,The Incredible Hulk,2008,Louis Leterrier,"Zak Penn (screenplay), Zak Penn (screen story), Stan Lee (Marvel comic book), Jack Kirby (Marvel comic book)","Edward Norton, Liv Tyler, Tim Roth, William Hurt",Action,English,USA,112,134518390
1091,Doomsday,2008,Neil Marshall,Neil Marshall,"Caryn Peterson, Adeola Ariyo, Emma Cleasby, Christine Tomlinson",Action,English,UK,105,10955425
1103,Gran Torino,2008,Clint Eastwood,"Nick Schenk (screenplay), Dave Johannson (story), Nick Schenk (story)","Clint Eastwood, Christopher Carley, Bee Vang, Ahney Her",Drama,English,Germany,116,148055047
1112,Wanted,2008,Timur Bekmambetov,"Michael Brandt (screenplay), Derek Haas (screenplay), Chris Morgan (screenplay), Michael Brandt (story), Derek Haas (story), Mark Millar (comic book series), J.G. Jones (comic book series)","James McAvoy, Morgan Freeman, Angelina Jolie, Terence Stamp",Action,English,USA,110,134294280
1120,Smart People,2008,Noam Murro,Mark Poirier,"Dennis Quaid, Sarah Jessica Parker, Thomas Haden Church, Ellen Page",Comedy,English,USA,95,9496882
1125,Mia and the Migoo,2008,Jacques-Remy Girerd,"Benoit Chieux (screenplay), Jacques-Remy Girerd, Antoine Lanciaux (screenplay), Stephanie Sheh (adaptation), Iouri Tcherenkov (screenplay)","Dany Boon, John DiMaggio, Garance Lagraa, Charlie Girerd",Animation,French,France,92,16975
1127,The Eye,2008,"David Moreau, Xavier Palud","Sebastian Gutierrez (screenplay), Yuet-Jan Hui, Oxide Chun Pang, Danny Pang","Jessica Alba, Alessandro Nivola, Parker Posey, Rade Serbedzija",Horror,English,USA,98,31400000
1133,Doubt,2008,John Patrick Shanley,"John Patrick Shanley (screenplay), John Patrick Shanley (play)","Meryl Streep, Philip Seymour Hoffman, Amy Adams, Viola Davis",Drama,English,USA,104,33422556
1134,Mirrors,2008,Alexandre Aja,"Alexandre Aja (screenplay), Gregory Levasseur (screenplay), Sung-ho Kim (Korean motion picture ""Into the Mirror"")","Kiefer Sutherland, Paula Patton, Cameron Boyce, Arika Gluck",Horror,English,USA,110,30575158
1153,Fireflies in the Garden,2008,Dennis Lee,"Robert Frost (poem), Dennis Lee","Ryan Reynolds, Willem Dafoe, Emily Watson, Carrie-Anne Moss",Drama,English,USA,120,36884
1166,The Ruins,2008,Carter Smith,"Scott B. Smith (screenplay), Scott B. Smith (novel)","Jonathan Tucker, Jena Malone, Laura Ramsey, Shawn Ashmore",Horror,English,USA,90,17402425
1182,The Loss of a Teardrop Diamond,2008,Jodie Markell,Tennessee Williams (screenplay),"Bryce Dallas Howard, Chris Evans, Will Patton, Ann-Margret",Drama,English,USA,102,94513
1184,Yes Man,2008,Peyton Reed,"Nicholas Stoller (screenplay), Jarrad Paul (screenplay), Andrew Mogel (screenplay), Danny Wallace (book)","Jim Carrey, Zooey Deschanel, Bradley Cooper, John Michael Higgins",Comedy,English,USA,104,97600000
1191,Stop-Loss,2008,Kimberly Peirce,"Mark Richard, Kimberly Peirce","Ryan Phillippe, Joseph Gordon-Levitt, Rob Brown, Channing Tatum",Drama,English,USA,112,10796776
1222,Hellboy II: The Golden Army,2008,Guillermo del Toro,"Guillermo del Toro (screenplay), Guillermo del Toro (story), Mike Mignola (story), Mike Mignola (comic book)","Ron Perlman, Selma Blair, Doug Jones, John Alexander",Action,English,USA,120,75754670
1224,Changeling,2008,Clint Eastwood,J. Michael Straczynski,"Angelina Jolie, Gattlin Griffith, Michelle Gunn, Jan Devereaux",Biography,English,USA,141,35707327
1230,The Heir Apparent: Largo Winch,2008,Jerome Salle,"Julien Rappeneau (screenplay), Jerome Salle (screenplay), Jean Van Hamme (comic), Philippe Francq (comic)","Tomer Sisley, Kristin Scott Thomas, Predrag 'Miki' Manojlovic, Melanie Thierry",Action,French,France,108,32060
1246,Prince of Broadway,2008,Sean Baker,"Sean Baker, Darren Dean","Prince Adu, Karren Karagulian, Aiden Noesi, Keyali Mayaga",Drama,English,USA,100,20450
1281,Appaloosa,2008,Ed Harris,"Robert Knott (screenplay), Ed Harris (screenplay), Robert B. Parker (novel)","Robert Jauregui, Jeremy Irons, Timothy V. Murphy, Luce Rains",Crime,English,USA,115,20157730
1291,College,2008,Deb Hagan,"Dan Callahan, Adam Ellison","Drake Bell, Andrew Caldwell, Andree Moss, Carolyn Moss",Comedy,English,USA,94,4700000
1292,Quantum of Solace,2008,Marc Forster,"Paul Haggis, Neal Purvis, Robert Wade","Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench",Action,English,UK,106,168400000
1301,Nothing Like the Holidays,2008,Alfredo Rodriguez de Villa,"Alison Swan (screenplay), Rick Najera (screenplay), Robert Teitel (story), Rene M. Rigal (story)","Alfred Molina, Elizabeth Pena, Freddy Rodriguez, Luis Guzman",Comedy,English,USA,98,7478384
1314,Meet the Spartans,2008,"Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer","Sean Maguire, Carmen Electra, Ken Davitian, Kevin Sorbo",Comedy,English,USA,86,38200000
1319,Everlasting Moments,2008,Jan Troell,"Niklas Radstrom (screenplay), Jan Troell (story), Agneta Ulfsater-Troell (story), Maja Oman (memoirs)","Maria Heiskanen, Mikael Persbrandt, Jesper Christensen, Callin Ohrvall",Biography,Swedish,Sweden,131,1500000
1320,Meet Dave,2008,Brian Robbins,"Rob Greenberg, Bill Corbett","Eddie Murphy, Elizabeth Banks, Gabrielle Union, Scott Caan",Adventure,English,USA,90,11644832
1327,Oye Lucky! Lucky Oye!,2008,Dibakar Banerjee,"Dibakar Banerjee (screenplay), Urmi Juvekar (screenplay), Manu Rishi Chadha (dialogues)","Abhay Deol, Paresh Rawal, Neetu Chandra, Archana Puran Singh",Comedy,Hindi,India,125,61507
1336,Fool's Gold,2008,Andy Tennant,"John Claflin (screenplay), Daniel Zelman (screenplay), Andy Tennant (screenplay), John Claflin (story), Daniel Zelman (story)","Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena",Action,English,USA,112,70158206
1350,The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,Mike Nawrocki,Phil Vischer,"Phil Vischer, Mike Nawrocki, Cam Clarke, Laura Gerow",Animation,English,USA,85,12701880
1359,The Haunting of Molly Hartley,2008,Mickey Liddell,"John Travis, Rebecca Sonnenshine","Haley Bennett, Jake Weber, Chace Crawford, Shannon Woodward",Drama,English,USA,82,13350177
1367,The Oxford Murders,2008,Alex de la Iglesia,"Alex de la Iglesia (screenplay), Jorge Guerricaechevarria (screenplay), Guillermo Martinez (novel)","Elijah Wood, John Hurt, Leonor Watling, Julie Cox",Crime,English,Spain,104,3607
1380,Body of Lies,2008,Ridley Scott,"William Monahan (screenplay), David Ignatius (novel)","Leonardo DiCaprio, Russell Crowe, Mark Strong, Golshifteh Farahani",Action,English,USA,128,39380442
1383,Miracle at St. Anna,2008,Spike Lee,"James McBride (screenplay), James McBride (novel)","Derek Luke, Michael Ealy, Laz Alonso, Omar Benson Miller",Action,English,USA,160,7756328
1385,Management,2008,Stephen Belber,Stephen Belber,"Jennifer Aniston, Steve Zahn, Margo Martindale, Fred Ward",Comedy,English,USA,94,809787
1390,Valkyrie,2008,Bryan Singer,"Christopher McQuarrie, Nathan Alexander","Tom Cruise, Kenneth Branagh, Bill Nighy, Tom Wilkinson",Drama,English,USA,121,82989109
1395,The Longshots,2008,Fred Durst,Nick Santora,"Ice Cube, Keke Palmer, Tasha Smith, Jill Marie Jones",Biography,English,USA,94,11389715
1401,Step Brothers,2008,Adam McKay,"Will Ferrell (screenplay), Adam McKay (screenplay), Will Ferrell (story), Adam McKay (story), John C. Reilly (story)","Will Ferrell, John C. Reilly, Mary Steenburgen, Richard Jenkins",Comedy,English,USA,98,100468793
1409,Hamlet 2,2008,Andrew Fleming,"Pam Brady, Andrew Fleming","Steve Coogan, Catherine Keener, Joseph Julian Soria, Skylar Astin",Comedy,English,USA,92,4784111
1415,Space Chimps,2008,Kirk DeMicco,"Kirk DeMicco (screenplay), Robert Moreland (screenplay), Kirk DeMicco (story), Jason Mayland (additional screenplay material)","Andy Samberg, Cheryl Hines, Jeff Daniels, Patrick Warburton",Animation,English,USA,81,29942542
1421,CSNY/Deja Vu,2008,"Neil Young, Benjamin Johnson","Mike Cerre (documentary written by), Neil Young","David Crosby, Stephen Stills, Graham Nash, Neil Young",Documentary,English,USA,96,32910
1422,Bedtime Stories,2008,Adam Shankman,"Matt Lopez (screenplay), Tim Herlihy (screenplay), Matt Lopez (story)","Adam Sandler, Keri Russell, Guy Pearce, Russell Brand",Comedy,English,USA,99,109993847
1427,Free Style,2008,William Dear,"Jeffrey Nicholson, Joshua Leibner","Corbin Bleu, Madison Pettis, Penelope Ann Miller, Sandra Echeverria",Drama,English,Canada,94,97764
1430,How to Lose Friends & Alienate People,2008,Robert B. Weide,"Peter Straughan (screenplay), Toby Young (book)","Kelan Pannell, Janette Scott, Danny Huston, Simon Pegg",Biography,English,UK,110,2458092
1431,Me and Orson Welles,2008,Richard Linklater,"Robert Kaplow (based on the novel by), Holly Gent (screenplay by), Vincent Palmo Jr. (screenplay by)","Christian McKay, Zac Efron, Zoe Kazan, Megan Maczko",Comedy,English,UK,114,1070524
1437,Happy-Go-Lucky,2008,Mike Leigh,Mike Leigh,"Sally Hawkins, Elliot Cowan, Alexis Zegerman, Andrea Riseborough",Comedy,English,UK,118,3494485
1454,Il Divo,2008,Paolo Sorrentino,Paolo Sorrentino,"Toni Servillo, Anna Bonaiuto, Giulio Bosetti, Flavio Bucci",Biography,Italian,Italy,110,200000
1462,College Road Trip,2008,Roger Kumble,"Emi Mochizuki, Carrie Lee Wilson, Cinco Paul, Ken Daurio","Martin Lawrence, Raven-Symone, Kym Whitley, Adam LeFevre",Adventure,English,USA,83,45500000
1463,The Happening,2008,M. Night Shyamalan,M. Night Shyamalan,"Mark Wahlberg, Zooey Deschanel, John Leguizamo, Ashlyn Sanchez",Mystery,English,USA,91,64500000
1464,Seraphine,2008,Martin Provost,"Marc Abdelnour, Martin Provost","Yolande Moreau, Ulrich Tukur, Anne Bennent, Genevieve Mnich",Biography,French,France,125,557682
1481,Baby Mama,2008,Michael McCullers,Michael McCullers,"Amy Poehler, Tina Fey, Greg Kinnear, Dax Shepard",Comedy,English,USA,99,60269340
1493,Billy: The Early Years,2008,Robby Benson,"William Paul McKay, Jana Lyn Rutledge","J. Thomas Bailey, Dan Beene, Cliff Bemis, Zephyr Benson",Biography,English,USA,98,320876
1501,Goodbye Solo,2008,Ramin Bahrani,"Bahareh Azimi (screenplay), Ramin Bahrani (screenplay)","Souleymane Sy Savane, Red West, Diana Franco Galindo, Lane 'Roc' Williams",Drama,English,USA,91,809220
1508,WALL*E,2008,Andrew Stanton,"Andrew Stanton (original story by), Pete Docter (original story by), Andrew Stanton (screenplay by), Jim Reardon (screenplay by)","Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard",Animation,English,USA,98,223749872
1509,Redbelt,2008,David Mamet,David Mamet,"Max Martini, Matt Cable, Chiwetel Ejiofor, Alice Braga",Drama,English,USA,99,2278707
1514,Beverly Hills Chihuahua,2008,Raja Gosnell,"Analisa LaBianco (screenplay), Jeffrey Bushell (screenplay), Jeffrey Bushell (story)","Piper Perabo, Manolo Cardona, Jamie Lee Curtis, Jose Maria Yazpik",Adventure,English,USA,91,94497271
1525,The Spiderwick Chronicles,2008,Mark Waters,"Karey Kirkpatrick (screenplay), David Berenbaum (screenplay), John Sayles (screenplay), Tony DiTerlizzi (books), Holly Black (books)","Freddie Highmore, Mary-Louise Parker, Nick Nolte, Sarah Bolger",Adventure,English,USA,96,71148699
1533,Che: Part One,2008,Steven Soderbergh,"Peter Buchman (screenplay), Ernesto 'Che' Guevara (memoir ""Reminiscences of the Cuban Revolutionary War"")","Julia Ormond, Benicio Del Toro, Oscar Isaac, Pablo Guevara",Biography,Spanish,France,134,1543029
1543,Bigger Stronger Faster*,2008,Chris Bell,"Chris Bell, Alexander Buono, Tamsin Rawady","Chris Bell, Hank Aaron, Lyle Alzado, Joshua Amsden",Documentary,English,USA,105,216748
1552,Australia,2008,Baz Luhrmann,"Stuart Beattie (screenplay), Baz Luhrmann (screenplay), Ronald Harwood (screenplay), Richard Flanagan (screenplay), Baz Luhrmann (story)","Shea Adams, Eddie Baroo, Ray Barrett, Tony Barry",Adventure,English,UK,165,49420849
1553,Horton Hears a Who!,2008,"Jimmy Hayward, Steve Martino","Cinco Paul (screenplay by), Ken Daurio (screenplay by), Dr. Seuss (based upon the book by)","Jim Carrey, Steve Carell, Carol Burnett, Will Arnett",Animation,English,USA,86,154388002
1583,Speed Racer,2008,"Lana Wachowski, Lilly Wachowski","Lilly Wachowski, Lana Wachowski, Tatsuo Yoshida (animated series ""Speed Racer"")","Emile Hirsch, Nicholas Elia, Susan Sarandon, Melissa Holroyd",Action,English,USA,135,43929341
1584,The Stoning of Soraya M.,2008,Cyrus Nowrasteh,"Betsy Giffen Nowrasteh (screenplay), Cyrus Nowrasteh (screenplay), Freidoune Sahebjam (book)","Shohreh Aghdashloo, Mozhan Marno, Jim Caviezel, Navid Negahban",Drama,Persian,USA,114,519730
1588,Miss Pettigrew Lives for a Day,2008,Bharat Nalluri,"David Magee (screenplay), Simon Beaufoy (screenplay), Winifred Watson (novel)","Amy Adams, David Alexander, Clare Clifford, Christina Cole",Comedy,English,UK,92,12294036
1607,The Secrets of Jonathan Sperry,2008,Rich Christiano,"Dave Christiano, Rich Christiano","Gavin MacLeod, Jansen Panettiere, Robert Guillaume, Frankie Ryan Manriquez",Drama,English,USA,96,1096348
1626,Vantage Point,2008,Pete Travis,Barry L. Levy,"Dennis Quaid, Matthew Fox, Forest Whitaker, Bruce McGill",Action,English,USA,90,72266306
1646,Is Anybody There?,2008,John Crowley,Peter Harness,"Bill Milner, Anne-Marie Duff, Ralph Riach, Linzey Cocker",Drama,English,UK,94,1988165
1659,Henry Poole Is Here,2008,Mark Pellington,Albert Torres,"Luke Wilson, Radha Mitchell, Adriana Barraza, George Lopez",Comedy,English,USA,99,1749146
1668,Waltz with Bashir,2008,Ari Folman,Ari Folman,"Ari Folman, Ori Sivan, Ronny Dayag, Shmuel Frenkel",Animation,Hebrew,Israel,90,2300000
1672,Noah's Arc: Jumping the Broom,2008,Patrik-Ian Polk,"Q. Allan Brocka (story), John R. Gordon (screenplay), Patrik-Ian Polk (screenplay)","Darryl Stephens, Rodney Chester, Gary LeRoi Gray, Christian Vincent",Drama,English,USA,101,389194
1674,Max Payne,2008,John Moore,"Beau Thorne (screenplay), Sam Lake (video game by Remedy Entertainment and 3-D Realms Entertainment)","Mark Wahlberg, Mila Kunis, Beau Bridges, Ludacris",Action,English,Canada,100,40632110
1677,The Burning Plain,2008,Guillermo Arriaga,Guillermo Arriaga,"Charlize Theron, John Corbett, Jose Maria Yazpik, Robin Tunney",Crime,English,USA,107,200000
1679,Slumdog Millionaire,2008,"Danny Boyle, Loveleen Tandan(co-director)","Simon Beaufoy (screenplay), Vikas Swarup (novel)","Dev Patel, Saurabh Shukla, Anil Kapoor, Raj Zutshi",Drama,English,UK,120,141243551
1682,Forgetting Sarah Marshall,2008,Nicholas Stoller,Jason Segel,"Jason Segel, Kristen Bell, Mila Kunis, Russell Brand",Comedy,English,USA,111,62900000
1713,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,2008,Bruce Hendricks,"Michael Poryes (character based on the series created by), Rich Correll (character based on the series created by), Barry O'Brien (character based on the series created by)","Miley Cyrus, The Jonas Brothers, Kenny Ortega, Billy Ray Cyrus",Documentary,English,USA,74,65138443
1717,Be Kind Rewind,2008,Michel Gondry,Michel Gondry,"Jack Black, Yasiin Bey, Danny Glover, Mia Farrow",Comedy,English,UK,102,11200000
1723,The Children of Huang Shi,2008,Roger Spottiswoode,"Jane Hawksley, James MacManus","Jonathan Rhys Meyers, Radha Mitchell, Yun-Fat Chow, Michelle Yeoh",Drama,English,Australia,125,652604
1754,The Spirit,2008,Frank Miller,"Frank Miller (screenplay), Will Eisner (comic book series)","Jaime King, Gabriel Macht, Dan Gerrity, Arthur the Cat",Action,English,USA,103,19781879
1756,Rab Ne Bana Di Jodi,2008,Aditya Chopra,"Aditya Chopra (dialogue), Aditya Chopra (screenplay), Aditya Chopra (story)","Shah Rukh Khan, Anushka Sharma, Vinay Pathak, M.K. Raina",Comedy,Hindi,India,167,2040699
1757,The Understudy,2008,"David Conolly, Hannah Davis","David Conolly, Hannah Davis","Marin Ireland, Paul Sparks, Aasif Mandvi, Richard Kind",Comedy,English,USA,101,9593
1759,The House Bunny,2008,Fred Wolf,"Karen McCullah, Kirsten Smith","Anna Faris, Colin Hanks, Emma Stone, Kat Dennings",Comedy,English,USA,97,48237389
1762,Let the Right One In,2008,Tomas Alfredson,"John Ajvide Lindqvist (screenplay), John Ajvide Lindqvist (novel)","Kare Hedebrant, Lina Leandersson, Per Ragnar, Henrik Dahl",Drama,Swedish,Sweden,115,2100000
1774,The Other End of the Line,2008,James Dodson,Tracey Jackson,"Jesse Metcalfe, Austin Basis, Larry Miller, Michael Chen",Comedy,English,UK,106,59078
1793,Babylon A.D.,2008,Mathieu Kassovitz,"Maurice G. Dantec (novel), Mathieu Kassovitz (screenplay), Eric Besnard (scenario and dialogue), Joseph Simas (screenplay)","Vin Diesel, Michelle Yeoh, Melanie Thierry, Gerard Depardieu",Action,English,France,90,22489779
1795,Jaane Tu... Ya Jaane Na,2008,Abbas Tyrewala,Abbas Tyrewala,"Imran Khan, Genelia D'Souza, Manjari Phadnis, Ayaz Khan",Comedy,Hindi,India,155,539857
1800,Brideshead Revisited,2008,Julian Jarrold,"Andrew Davies, Jeremy Brock, Evelyn Waugh (novel)","Matthew Goode, Thomas Morrison, David Barrass, Anna Madeley",Drama,English,UK,133,6359742
1806,The Day the Earth Stood Still,2008,Scott Derrickson,"David Scarpa (screenplay), Edmund H. North","Keanu Reeves, Jennifer Connelly, Kathy Bates, Jaden Smith",Drama,English,USA,104,79136963
1816,I've Loved You So Long,2008,Philippe Claudel,Philippe Claudel,"Kristin Scott Thomas, Elsa Zylberstein, Serge Hazanavicius, Laurent Grevill",Drama,French,France,117,2901744
1817,Thoda Pyaar Thoda Magic,2008,Kunal Kohli,"Rohena Gera (screenplay), Kunal Kohli (story,  screenplay,  dialogue)","Rishi Kapoor, Saif Ali Khan, Rani Mukerji, Akshat Chopra",Comedy,Hindi,India,145,181610
1818,Witless Protection,2008,Charles Robert Carner,"Charles Robert Carner (screenplay), Charles Robert Carner (story), Alan C. Blomquist (story)","Larry the Cable Guy, Richard Bull, J. David Moeller, Will Clinger",Comedy,English,USA,97,4131640
1828,The Strangers,2008,Bryan Bertino,Bryan Bertino,"Alex Fisher, Peter Clayton-Luce, Scott Speedman, Liv Tyler",Horror,English,USA,86,52500000
1830,Over Her Dead Body,2008,Jeff Lowell,Jeff Lowell,"Eva Longoria, Paul Rudd, Lake Bell, Jason Biggs",Comedy,English,USA,95,7485689
1833,I.O.U.S.A.,2008,Patrick Creadon,"Patrick Creadon, Christine O'Malley, Addison Wiggin (story), Addison Wiggin, Kate Incontrera (story), William Bonner (book)","Robert Bixby, Humphrey Bogart, Warren Buffett, George Bush",Documentary,English,USA,85,634829
1847,Nick and Norah's Infinite Playlist,2008,Peter Sollett,"Lorene Scafaria (screenplay), Rachel Cohn (novel), David Levithan (novel)","Michael Cera, Kat Dennings, Aaron Yoo, Rafi Gavron",Comedy,English,USA,90,31487293
1848,"War, Inc.",2008,Joshua Seftel,"Mark Leyner, Jeremy Pikser, John Cusack","John Cusack, Hilary Duff, Marisa Tomei, Joan Cusack",Action,English,USA,107,515643
1853,Finding Amanda,2008,Peter Tolan,Peter Tolan,"Matthew Broderick, Brittany Snow, Maura Tierney, Peter Facinelli",Comedy,English,USA,96,31340
1864,Dostana,2008,Tarun Mansukhani,"Anvita Dutt Guptan (dialogue script), Tarun Mansukhani (first story)","Abhishek Bachchan, John Abraham, Priyanka Chopra, Kiron Kher",Comedy,Hindi,India,145,1235028
