Title,Year,Genre,Director,Writer,Actors,Language,Country,Runtime,BoxOffice
Sherlock Holmes: A Game of Shadows,2011,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",Guy Ritchie,Michele Mulroney,"['Robert Downey Jr.', 'Jude Law', 'Noomi Rapace']",English,USA,129,186830669
Killers,2010,"['Action', 'Comedy', 'Romance', 'Thriller']",Robert Luketic,Bob DeRosa,"['Ashton Kutcher', 'Katherine Heigl', 'Tom Selleck']",English,USA,100,47000485
The Descendants,2011,"['Comedy', 'Drama']",Alexander Payne,Alexander Payne,"['George Clooney', 'Shailene Woodley', 'Amara Miller']",English,USA,115,78500000
5 Days of War,2011,"['Action', 'Drama', 'War']",Renny Harlin,Mikko Alanne,"['Rupert Friend', 'Emmanuelle Chriqui', 'Richard Coyle']",English,Georgia,113,17243
Rabbit Hole,2010,['Drama'],John Cameron Mitchell,David Lindsay-Abaire,"['Nicole Kidman', 'Aaron Eckhart', 'Dianne Wiest']",English,USA,91,2221809
Cloverfield,2008,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",Matt Reeves,Drew Goddard,"['Lizzy Caplan', 'Jessica Lucas', 'T.J. Miller']",English,USA,85,79952254
The Hunger Games: Mockingjay - Part 2,2015,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Francis Lawrence,Peter Craig,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']",English,Germany,137,254641329
Nanny McPhee Returns,2010,"['Comedy', 'Family', 'Fantasy']",Susanna White,Emma Thompson,"['Maggie Gyllenhaal', 'Oscar Steer', 'Asa Butterfield']",English,UK,109,28995450
Shadow Dancer,2012,"['Drama', 'Thriller']",James Marsh,Tom Bradby,"['Barry Barnes', 'Maria Laird', 'Ben Smyth']",English,UK,101,99134
"Food, Inc.",2008,['Documentary'],Robert Kenner,Robert Kenner,"['Eric Schlosser', 'Richard Lobb', 'Vince Edwards']",English,USA,94,4238694
The Bounty Hunter,2010,"['Action', 'Comedy', 'Romance']",Andy Tennant,Sarah Thorp,"['Gerard Butler', 'Jennifer Aniston', 'Gio Perez']",English,USA,110,66700000
Stonewall Uprising,2010,"['Documentary', 'History']",Kate Davis,David Carter,"['Paul Bosche', 'Alfredo del Rio', 'John DiGiacomo']",English,USA,80,127940
Goddess,2013,"['Comedy', 'Musical', 'Romance']",Mark Lamprell,Mark Lamprell,"['Laura Michelle Kelly', 'Ronan Keating', 'Magda Szubanski']",English,Australia,104,1002313
How to Train Your Dragon,2010,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",Dean DeBlois,William Davies,"['Jay Baruchel', 'Gerard Butler', 'Craig Ferguson']",English,USA,98,216900000
Room,2015,"['Drama', 'Thriller']",Lenny Abrahamson,Emma Donoghue,"['Brie Larson', 'Jacob Tremblay', 'Sean Bridgers']",English,Ireland,118,14677654
Underworld: Rise of the Lycans,2009,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",Patrick Tatopoulos,Danny McBride,"['Michael Sheen', 'Bill Nighy', 'Rhona Mitra']",English,USA,92,45802315
District 9,2009,"['Action', 'Sci-Fi', 'Thriller']",Neill Blomkamp,Neill Blomkamp,"['Sharlto Copley', 'Jason Cope', 'Nathalie Boltt']",English,South Africa,112,115646235
Plastic,2014,"['Action', 'Comedy', 'Crime', 'Drama']",Julian Gilbey,Chris Howard,"['Ed Speleers', 'Will Poulter', 'Alfie Allen']",English,UK,102,154441
Fashion,2008,['Drama'],Madhur Bhandarkar,Ajay Monga,"['Priyanka Chopra', 'Kangana Ranaut', 'Mugdha Godse']",Hindi,India,167,173551
Ninja Assassin,2009,"['Action', 'Thriller']",James McTeigue,Matthew Sand,"['Rain', 'Joon Lee', 'Jonathan Chan-Pensley']",English,Germany,99,38105077
In the Heart of the Sea,2015,"['Action', 'Adventure', 'Biography', 'Drama', 'History', 'Thriller']",Ron Howard,Charles Leavitt,"['Chris Hemsworth', 'Benjamin Walker', 'Cillian Murphy']",English,USA,122,19043843
You Don't Mess with the Zohan,2008,['Comedy'],Dennis Dugan,Adam Sandler,"['Adam Sandler', 'John Turturro', 'Emmanuelle Chriqui']",English,USA,113,100018837
Shutter Island,2010,"['Mystery', 'Thriller']",Martin Scorsese,Laeta Kalogridis,"['Leonardo DiCaprio', 'Mark Ruffalo', 'Ben Kingsley']",English,USA,138,125001000
The Mechanic,2011,"['Action', 'Crime', 'Thriller']",Simon West,Richard Wenk,"['Jason Statham', 'Ben Foster', 'Tony Goldwyn']",English,USA,93,29113588
The Hateful Eight,2015,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Western']",Quentin Tarantino,Quentin Tarantino,"['Samuel L. Jackson', 'Kurt Russell', 'Jennifer Jason Leigh']",English,USA,187,54116191
Timbuktu,2014,['Drama'],Abderrahmane Sissako,Abderrahmane Sissako,"['Ibrahim Ahmed', 'Abel Jafri', 'Toulou Kiki']",French,Mauritania,97,696436
Radio Free Albemuth,2010,"['Drama', 'Sci-Fi']",John Alan Simon,John Alan Simon,"['Shea Whigham', 'Jonathan Scarfe', 'Michael Rothhaar']",English,USA,111,169298
JCVD,2008,"['Comedy', 'Crime', 'Drama']",Mabrouk El Mechri,Mabrouk El Mechri,"['Jean-Claude Van Damme', 'Valerie Bodson', 'Herve Sogne']",French,Belgium,97,382923
Delhi Belly,2011,"['Action', 'Comedy', 'Crime']",Abhinay Deo,Mr. Moris,"['Imran Khan', 'Vir Das', 'Kunaal Roy Kapur']",English,India,103,1531757
Hatchet II,2010,"['Comedy', 'Horror', 'Thriller']",Adam Green,Adam Green,"['Danielle Harris', 'Tony Todd', 'Kane Hodder']",English,USA,85,52604
Enthiran,2010,"['Action', 'Sci-Fi']",S. Shankar,Madhan Karky,"['Rajinikanth', 'Aishwarya Rai Bachchan', 'Danny Denzongpa']",Tamil,India,174,1520108
Top Cat Begins,2015,"['Animation', 'Family']",Andres Couturier,James Krieg,"['Jason Harris', 'Chris Edgerly', 'Bill Lobley']",Spanish,Mexico,89,139568
Lebanon,2009,"['Drama', 'War']",Samuel Maoz,Samuel Maoz,"['Yoav Donat', 'Itay Tiran', 'Oshri Cohen']",Hebrew,Israel,93,300000
Computer Chess,2013,['Comedy'],Andrew Bujalski,Andrew Bujalski,"['Kriss Schludermann', 'Tom Fletcher', 'Wiley Wiggins']",English,USA,92,101218
Circumstance,2011,['Drama'],Maryam Keshavarz,Maryam Keshavarz,"['Nikohl Boosheri', 'Sarah Kazemy', 'Reza Sixo Safai']",Persian,France,107,452602
Alps,2011,['Drama'],Yorgos Lanthimos,Efthymis Filippou,"['Angeliki Papoulia', 'Aris Servetalis', 'Johnny Vekris']",Greek,Greece,93,5571
Fukrey,2013,"['Comedy', 'Drama', 'Romance']",Mrighdeep Lamba,Mrighdeep Lamba,"['Altaf', 'Priya Anand', 'Anurag Arora']",Hindi,India,139,87133
Watchmen,2009,"['Action', 'Drama', 'Mystery', 'Sci-Fi']",Zack Snyder,David Hayter,"['Malin Akerman', 'Billy Crudup', 'Matthew Goode']",English,USA,162,107453620
Cop Car,2015,"['Crime', 'Thriller']",Jon Watts,Jon Watts,"['Kevin Bacon', 'James Freedson-Jackson', 'Hays Wellford']",English,USA,88,128002
The Damned United,2009,"['Biography', 'Drama', 'Sport']",Tom Hooper,Peter Morgan,"['Colm Meaney', 'Henry Goodman', 'David Roper']",English,UK,98,315306
The Reader,2008,"['Drama', 'Romance']",Stephen Daldry,David Hare,"['Ralph Fiennes', 'Jeanette Hain', 'David Kross']",English,USA,124,34111418
Jurassic World,2015,"['Action', 'Adventure', 'Sci-Fi']",Colin Trevorrow,Rick Jaffa,"['Chris Pratt', 'Bryce Dallas Howard', 'Irrfan Khan']",English,USA,124,528757749
Sworn Virgin,2015,['Drama'],Laura Bispuri,Elvira Dones,"['Alba Rohrwacher', 'Emily Ferratello', 'Lars Eidinger']",Albanian,Italy,84,4235
American Sniper,2014,"['Action', 'Biography', 'Drama', 'War']",Clint Eastwood,Jason Hall,"['Bradley Cooper', 'Kyle Gallner', 'Cole Konis']",English,USA,133,274377268
Drillbit Taylor,2008,"['Comedy', 'Drama']",Steven Brill,Kristofor Brown,"['Nate Hartley', 'Troy Gentile', 'Ian Roberts']",English,USA,110,32853640
Macbeth,2015,"['Drama', 'History', 'War']",Justin Kurzel,Todd Louiso,"['Jack Madigan', 'Frank Madigan', 'Michael Fassbender']",English,UK,113,1795802
Perfect Sense,2011,"['Drama', 'Romance', 'Sci-Fi']",David Mackenzie,Kim Fupz Aakeson,"['Eva Green', 'Lauren Tempany', 'Ewan McGregor']",English,UK,92,1567
Immigration Tango,2010,['Comedy'],David Burton Morris,Martin L. Kelley,"['Elika Portnoy', 'McCaleb Burnett', 'Carlos Leon']",English,USA,92,23812
"Like Sunday, Like Rain",2014,"['Drama', 'Music']",Frank Whaley,Frank Whaley,"['Julian Shatkin', 'Olga Merediz', 'Debra Messing']",English,USA,104,27623
The Young Victoria,2009,"['Biography', 'Drama', 'History', 'Romance']",Jean-Marc Vallee,Julian Fellowes,"['Emily Blunt', 'Rupert Friend', 'Paul Bettany']",English,UK,105,10900000
Nasty Baby,2015,['Drama'],Sebastian Silva,Sebastian Silva,"['Sebastian Silva', 'Kristen Wiig', 'Tunde Adebimpe']",English,USA,101,79800
Least Among Saints,2012,"['Crime', 'Drama']",Martin Papazian,Martin Papazian,"['Martin Papazian', 'Tristan Lake Leabu', 'Laura San Giacomo']",English,USA,107,28026
Religulous,2008,"['Documentary', 'Comedy', 'War']",Larry Charles,unknown,"['Bill Maher', 'Tal Bachman', 'Jonathan Boulden']",English,USA,101,12995673
The Darkest Hour,2011,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']",Chris Gorak,Jon Spaihts,"['Emile Hirsch', 'Olivia Thirlby', 'Max Minghella']",English,USA,89,21426805
17 Again,2009,"['Comedy', 'Drama', 'Fantasy']",Burr Steers,Jason Filardi,"['Zac Efron', 'Leslie Mann', 'Thomas Lennon']",English,USA,102,64087443
Harold & Kumar Escape from Guantanamo Bay,2008,"['Adventure', 'Comedy']",Jon Hurwitz,Jon Hurwitz,"['John Cho', 'Kal Penn', 'Rob Corddry']",English,USA,104,38087366
Krazzy 4,2008,"['Comedy', 'Crime', 'Drama']",Jaideep Sen,Ashwani Dhir,"['Juhi Chawla', 'Irrfan Khan', 'Arshad Warsi']",Hindi,India,110,433472
The Mummy: Tomb of the Dragon Emperor,2008,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Thriller']",Rob Cohen,Alfred Gough,"['Brendan Fraser', 'Jet Li', 'Maria Bello']",English,USA,112,101600000
Morning,2010,['Drama'],Leland Orser,Leland Orser,"['Jeanne Tripplehorn', 'Leland Orser', 'Laura Linney']",English,USA,95,2876
Just Go with It,2011,"['Comedy', 'Romance']",Dennis Dugan,Allan Loeb,"['Adam Sandler', 'Jennifer Aniston', 'Nicole Kidman']",English,USA,117,103028109
Death Race,2008,"['Action', 'Sci-Fi', 'Thriller']",Paul W.S. Anderson,Paul W.S. Anderson,"['Jason Statham', 'Joan Allen', 'Ian McShane']",English,USA,105,36064910
Looper,2012,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",Rian Johnson,Rian Johnson,"['Joseph Gordon-Levitt', 'Bruce Willis', 'Emily Blunt']",English,USA,113,66305045
Smash His Camera,2010,['Documentary'],Leon Gast,unknown,"['Floyd Abrams', 'Gilbert M. Broncho Billy Anderson', 'Joseph Basile']",English,USA,87,2367
Just Wright,2010,"['Comedy', 'Romance', 'Sport']",Sanaa Hamri,Michael Elliot,"['Queen Latifah', 'Common', 'Paula Patton']",English,USA,100,21520719
Booker's Place: A Mississippi Story,2012,"['Documentary', 'History', 'Mystery']",Raymond De Felitta,unknown,"['Hodding Carter III', 'Frank De Felitta', 'Yvette Johnson']",English,USA,90,5000
Red Tails,2012,"['Action', 'Adventure', 'Drama', 'History', 'War']",Anthony Hemingway,John Ridley,"['Terrence Howard', 'Cuba Gooding Jr.', 'Nate Parker']",English,USA,125,49500000
Seven Pounds,2008,"['Drama', 'Romance']",Gabriele Muccino,Grant Nieporte,"['Will Smith', 'Rosario Dawson', 'Woody Harrelson']",English,USA,123,69951824
Dirty Girl,2010,"['Comedy', 'Drama']",Abe Sylvia,Abe Sylvia,"['Jeremy Dozier', 'Juno Temple', 'Zach Lasry']",English,USA,90,53630
I Smile Back,2015,['Drama'],Adam Salky,Paige Dylan,"['Josh Charles', 'Skylar Gaertner', 'Shayne Coleman']",English,USA,85,50092
Saving Christmas,2014,"['Comedy', 'Family']",Darren Doane,Darren Doane,"['Kirk Cameron', 'Darren Doane', 'Bridgette Cameron']",English,USA,79,2778297
What Happens in Vegas,2008,"['Comedy', 'Romance']",Tom Vaughan,Dana Fox,"['Cameron Diaz', 'Ashton Kutcher', 'Rob Corddry']",English,USA,99,80199843
Big Star: Nothing Can Hurt Me,2012,"['Documentary', 'Music']",Drew DeNicola,unknown,"['Billy Altman', 'Jon Auer', 'Lester Bangs']",English,USA,113,105030
Julie & Julia,2009,"['Biography', 'Drama', 'Romance']",Nora Ephron,Nora Ephron,"['Meryl Streep', 'Amy Adams', 'Stanley Tucci']",English,USA,118,94125426
About Last Night,2014,"['Comedy', 'Romance']",Steve Pink,Leslye Headland,"['Kevin Hart', 'Michael Ealy', 'Regina Hall']",English,USA,100,39477140
Sardaar Ji,2015,"['Comedy', 'Fantasy', 'Horror', 'Romance']",Rohit Jugraj,Surmeet Maavi,"['Diljit Dosanjh', 'Neeru Bajwa', 'Mandy Takhar']",Punjabi,Canada,141,554565
London River,2009,"['Drama', 'Mystery']",Rachid Bouchareb,Rachid Bouchareb,"['Brenda Blethyn', 'Sotigui Kouyate', 'Sami Bouajila']",English,UK,84,1044
Pitch Perfect,2012,"['Comedy', 'Music', 'Romance']",Jason Moore,Kay Cannon,"['Anna Kendrick', 'Skylar Astin', 'Ben Platt']",English,USA,112,61100000
Mirror Mirror,2012,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",Tarsem Singh,Marc Klein,"['Julia Roberts', 'Lily Collins', 'Armie Hammer']",English,USA,106,64933670
The Duff,2015,"['Comedy', 'Romance']",Ari Sandel,Josh A. Cagan,"['Mae Whitman', 'Robbie Amell', 'Bella Thorne']",English,USA,101,30777437
Shorts,2009,"['Comedy', 'Family', 'Fantasy']",Robert Rodriguez,Robert Rodriguez,"['Jimmy Bennett', 'Jake Short', 'Kat Dennings']",English,USA,89,20875468
Tooth Fairy,2010,"['Comedy', 'Family', 'Fantasy', 'Sport']",Michael Lembeck,Lowell Ganz,"['Dwayne Johnson', 'Ashley Judd', 'Stephen Merchant']",English,USA,101,58565813
The Kings of Summer,2013,"['Adventure', 'Comedy', 'Drama']",Jordan Vogt-Roberts,Chris Galletta,"['Nick Robinson', 'Gabriel Basso', 'Moises Arias']",English,USA,95,1300000
Super 8,2011,"['Mystery', 'Sci-Fi', 'Thriller']",J.J. Abrams,J.J. Abrams,"['Joel Courtney', 'Jessica Tuck', 'Joel McKinnon Miller']",English,USA,112,126975169
Alan Partridge,2013,"['Action', 'Comedy', 'Crime']",Declan Lowney,Neil Gibbons,"['Colm Meaney', 'Steve Coogan', 'Tim Key']",English,UK,90,153146
The Dilemma,2011,"['Comedy', 'Drama']",Ron Howard,Allan Loeb,"['Vince Vaughn', 'Kevin James', 'Jennifer Connelly']",English,USA,111,48430355
American: The Bill Hicks Story,2009,"['Documentary', 'Animation', 'Biography', 'Comedy']",Matt Harlock,unknown,"['Bill Hicks', 'Dwight Slade', 'Mary Hicks']",English,UK,102,90275
Appaloosa,2008,"['Crime', 'Drama', 'Romance', 'Western']",Ed Harris,Robert Knott,"['Robert Jauregui', 'Jeremy Irons', 'Timothy V. Murphy']",English,USA,115,20157730
Ain't Them Bodies Saints,2013,"['Crime', 'Drama', 'Romance']",David Lowery,David Lowery,"['Rooney Mara', 'Casey Affleck', 'Ben Foster']",English,USA,96,200000
Nights in Rodanthe,2008,"['Drama', 'Romance']",George C. Wolfe,Ann Peacock,"['Richard Gere', 'Diane Lane', 'Christopher Meloni']",English,USA,97,41840908
Salvation Boulevard,2011,"['Action', 'Comedy', 'Drama', 'Thriller']",George Ratliff,Douglas Stone,"['Jennifer Connelly', 'Greg Kinnear', 'Pierce Brosnan']",English,USA,96,27445
Rascals,2011,"['Action', 'Comedy', 'Crime']",David Dhawan,Sanjay Chhel,"['Ajay Devgn', 'Sanjay Dutt', 'Kangana Ranaut']",Hindi,India,128,261156
Where in the World Is Osama Bin Laden?,2008,"['Documentary', 'Comedy', 'War']",Morgan Spurlock,Jeremy Chilnick,"['Morgan Spurlock', 'George Bush', 'Dick Cheney']",English,France,90,300000
Rosenwald,2015,"['Documentary', 'Biography']",Aviva Kempner,Aviva Kempner,"['Peter Ascoli', 'Julian Bond', 'Stephanie Deutsch']",English,USA,95,359187
Muscle Shoals,2013,"['Documentary', 'Biography', 'History']",Greg Freddy Camalier,unknown,"['Stephen Badger', 'Rick Hall', 'Aretha Franklin']",English,USA,111,695625
Prem Ratan Dhan Payo,2015,"['Action', 'Drama', 'Musical', 'Romance']",Sooraj R. Barjatya,Sooraj R. Barjatya,"['Salman Khan', 'Sonam Kapoor', 'Neil Nitin Mukesh']",Hindi,India,164,3725383
Last Vegas,2013,"['Comedy', 'Drama']",Jon Turteltaub,Dan Fogelman,"['Michael Douglas', 'Robert De Niro', 'Morgan Freeman']",English,USA,105,51434214
D' Mrs. Brown's Boys Movie,2014,['Comedy'],Ben Kellett,Brendan OCarroll,"['Brendan OCarroll', 'Dermot ONeill', 'Eilish OCarroll']",English,UK,94,12453660
A Tale of Love and Darkness,2015,"['Biography', 'Drama', 'History', 'Mystery', 'Romance', 'War']",Natalie Portman,Natalie Portman,"['Natalie Portman', 'Gilad Kahana', 'Amir Tessler']",Hebrew,Israel,95,569381
Aliens in the Attic,2009,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",John Schultz,Mark Burton,"['Carter Jenkins', 'Austin Butler', 'Ashley Tisdale']",English,USA,86,24967943
The Tree of Life,2011,"['Drama', 'Fantasy']",Terrence Malick,Terrence Malick,"['Brad Pitt', 'Sean Penn', 'Jessica Chastain']",English,USA,139,13303319
Baggage Claim,2013,['Comedy'],David E. Talbert,David E. Talbert,"['Paula Patton', 'Derek Luke', 'Taye Diggs']",English,USA,96,17262017
Lottery Ticket,2010,['Comedy'],Erik White,Abdul Williams,"['Shad Moss', 'Brandon T. Jackson', 'Naturi Naughton']",English,USA,99,24708699
Life in a Day,2011,"['Documentary', 'Drama']",Loressa Clisby,unknown,"['Hiroaki Aikawa', 'Cindy Baer', 'Teagan Bentley']",English,UK,95,247215
Red Cliff,2008,"['Action', 'Adventure', 'Drama', 'History', 'War']",John Woo,John Woo,"['Tony Chiu-Wai Leung', 'Takeshi Kaneshiro', 'Fengyi Zhang']",Mandarin,China,148,526841
I'm Still Here,2010,"['Comedy', 'Drama', 'Music']",Casey Affleck,Casey Affleck,"['Joaquin Phoenix', 'Antony Langdon', 'Carey Perloff']",English,USA,108,408719
The Short Game,2013,"['Documentary', 'Sport']",Josh Greenbaum,unknown,"['Amari Avery', 'Jed Dy', 'Allan Kournikova']",English,USA,99,38856
Milk,2008,"['Biography', 'Drama']",Gus Van Sant,Dustin Lance Black,"['Sean Penn', 'Emile Hirsch', 'Josh Brolin']",English,USA,128,31716847
Django Unchained,2012,"['Drama', 'Western']",Quentin Tarantino,Quentin Tarantino,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio']",English,USA,165,162804648
Chasing Ice,2012,"['Documentary', 'Biography']",Jeff Orlowski,Mark Monroe,"['James Balog', 'Svavar Jonatansson', 'Louie Psihoyos']",English,USA,75,1309997
Gregory Crewdson: Brief Encounters,2012,"['Documentary', 'Biography', 'Drama']",Ben Shapiro,unknown,"['Costanza Theodoli Braschi', 'Gregory Crewdson', 'Samantha Ressler']",English,USA,78,58978
Violet Tendencies,2010,"['Comedy', 'Drama', 'Romance']",Casper Andreas,Jesse Archer,"['Mindy Cohn', 'Marcus Patrick', 'Jesse Archer']",English,USA,99,5264
30 Minutes or Less,2011,"['Action', 'Comedy', 'Crime']",Ruben Fleischer,Michael Diliberti,"['Jesse Eisenberg', 'Danny McBride', 'Aziz Ansari']",English,USA,83,37100000
Step Up 2: The Streets,2008,"['Drama', 'Music', 'Romance']",Jon M. Chu,Toni Ann Johnson,"['Briana Evigan', 'Robert Hoffman', 'Adam Sevani']",English,USA,98,58006147
A Villain,2014,"['Action', 'Crime', 'Drama', 'Thriller']",Mohit Suri,Tushar Hiranandani,"['Sidharth Malhotra', 'Riteish Deshmukh', 'Shraddha Kapoor']",Hindi,India,129,414116
Cinderella,2015,"['Drama', 'Family', 'Fantasy', 'Romance']",Kenneth Branagh,Chris Weitz,"['Cate Blanchett', 'Lily James', 'Richard Madden']",English,USA,105,183327144
The Amazing Spider-Man 2,2014,"['Action', 'Adventure', 'Sci-Fi']",Marc Webb,Alex Kurtzman,"['Andrew Garfield', 'Emma Stone', 'Jamie Foxx']",English,USA,142,183277573
Soul Surfer,2011,"['Biography', 'Drama', 'Family', 'Sport']",Sean McNamara,Sean McNamara,"['AnnaSophia Robb', 'Helen Hunt', 'Dennis Quaid']",English,USA,112,43853424
Familiar Grounds,2011,['Drama'],Stephane Lafleur,Stephane Lafleur,"['Francis La Haye', 'Fanny Mallette', 'Michel Daigle']",French,Canada,90,43037
April and the Extraordinary World,2015,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Christian Desmares,Franck Ekinci,"['Marion Cotillard', 'Marc-Andre Grondin', 'Philippe Katerine']",French,France,105,294311
Make Your Move,2013,"['Drama', 'Musical', 'Romance']",Duane Adler,Duane Adler,"['Derek Hough', 'BoA', 'Will Yun Lee']",English,South Korea,110,122293
The Summit,2012,"['Documentary', 'Adventure']",Nick Ryan,Mark Monroe,"['Christine Barnes', 'Hoselito Bite', 'Walter Bonatti']",English,Ireland,95,140269
Citizen Gangster,2011,"['Crime', 'Drama']",Nathan Morlando,Nathan Morlando,"['Scott Speedman', 'Kelly Reilly', 'Kevin Durand']",English,Canada,105,625
Edge of Darkness,2010,"['Crime', 'Drama', 'Mystery', 'Thriller']",Martin Campbell,William Monahan,"['Mel Gibson', 'Ray Winstone', 'Danny Huston']",English,UK,117,43290977
The Secret Life of Walter Mitty,2013,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",Ben Stiller,Steve Conrad,"['Ben Stiller', 'Kristen Wiig', 'Jon Daly']",English,USA,114,33223430
Gore Vidal: The United States of Amnesia,2013,"['Documentary', 'Biography', 'History']",Nicholas D. Wrathall,unknown,"['Gore Vidal', 'William F. Buckley', 'Thomas Gore']",English,USA,83,133296
Fantastic Mr. Fox,2009,"['Animation', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Family']",Wes Anderson,Roald Dahl,"['George Clooney', 'Meryl Streep', 'Jason Schwartzman']",English,USA,87,21000000
Easy Virtue,2008,"['Comedy', 'Romance']",Stephan Elliott,Stephan Elliott,"['Jessica Biel', 'Ben Barnes', 'Kristin Scott Thomas']",English,UK,97,2600000
Did You Hear About the Morgans?,2009,"['Comedy', 'Drama', 'Romance']",Marc Lawrence,Marc Lawrence,"['Hugh Grant', 'Sarah Jessica Parker', 'Natalia Klimas']",English,USA,103,29580087
Eisenstein in Guanajuato,2015,"['Biography', 'Comedy', 'Drama', 'Romance']",Peter Greenaway,Peter Greenaway,"['Elmer Back', 'Luis Alberti', 'Jose Montini']",English,Netherlands,105,20852
