Title,Year,Genre,Director,Writer,Actors,Language,Country,Runtime,BoxOffice
The Mummy: Tomb of the Dragon Emperor,2008,Action,Rob Cohen,Alfred Gough,Brendan Fraser,English,USA,112,101600000
Morning,2010,Drama,Leland Orser,Leland Orser,Jeanne Tripplehorn,English,USA,95,2876
Nerve,2016,Action,Henry Joost,Jessica Sharzer ,Emma Roberts,English,USA,96,38562379
Just Go with It,2011,Comedy,Dennis Dugan,Allan Loeb ,Adam Sandler,English,USA,117,103028109
Death Race,2008,Action,Paul W.S. Anderson,Paul W.S. Anderson ,Jason Statham,English,USA,105,36064910
Looper,2012,Action,Rian Johnson,Rian Johnson,Joseph Gordon-Levitt,English,USA,113,66305045
Smash His Camera,2010,Documentary,Leon Gast,unknown,Floyd Abrams,English,USA,87,2367
Just Wright,2010,Comedy,Sanaa Hamri,Michael Elliot,Queen Latifah,English,USA,100,21520719
Booker's Place: A Mississippi Story,2012,Documentary,Raymond De Felitta,unknown,Hodding Carter III,English,USA,90,5000
Red Tails,2012,Action,Anthony Hemingway,John Ridley ,Terrence Howard,English,USA,125,49500000
Seven Pounds,2008,Drama,Gabriele Muccino,Grant Nieporte,Will Smith,English,USA,123,69951824
Dirty Girl,2010,Comedy,Abe Sylvia,Abe Sylvia,Jeremy Dozier,English,USA,90,53630
Blair Witch,2016,Horror,Adam Wingard,Simon Barrett,James Allen McCune,English,Canada,89,20747013
Tubelight,2017,Drama,Kabir Khan,Kabir Khan ,Salman Khan,Hindi,India,136,930058
Memoir of a Murderer,2017,Action,Shin-yeon Won,Jo-yun Hwang,Kyung-gu Sol,Korean,South Korea,118,91144
I Smile Back,2015,Drama,Adam Salky,Paige Dylan,Josh Charles,English,USA,85,50092
Toni Erdmann,2016,Comedy,Maren Ade,Maren Ade ,Sandra Huller,German,Germany,162,1478960
Saving Christmas,2014,Comedy,Darren Doane,Darren Doane,Kirk Cameron,English,USA,79,2778297
What Happens in Vegas,2008,Comedy,Tom Vaughan,Dana Fox,Cameron Diaz,English,USA,99,80199843
Dean,2016,Comedy,Demetri Martin,Demetri Martin,Asif Ali,English,USA,94,248849
Big Star: Nothing Can Hurt Me,2012,Documentary,Drew DeNicola,unknown,Billy Altman,English,USA,113,105030
One Week and a Day,2016,Comedy,Asaph Polonsky,Asaph Polonsky,Sharon Alexander,Hebrew,Israel,98,41528
Julie & Julia,2009,Biography,Nora Ephron,Nora Ephron ,Meryl Streep,English,USA,118,94125426
About Last Night,2014,Comedy,Steve Pink,Leslye Headland ,Kevin Hart,English,USA,100,39477140
Sardaar Ji,2015,Comedy,Rohit Jugraj,Surmeet Maavi ,Diljit Dosanjh,Punjabi,Canada,141,554565
Rogue One: A Star Wars Story,2016,Action,Gareth Edwards,Chris Weitz ,Felicity Jones,English,USA,133,532171696
London River,2009,Drama,Rachid Bouchareb,Rachid Bouchareb ,Brenda Blethyn,English,UK,84,1044
Pitch Perfect,2012,Comedy,Jason Moore,Kay Cannon ,Anna Kendrick,English,USA,112,61100000
Mirror Mirror,2012,Adventure,Tarsem Singh,Marc Klein ,Julia Roberts,English,USA,106,64933670
The Duff,2015,Comedy,Ari Sandel,Josh A. Cagan ,Mae Whitman,English,USA,101,30777437
Shorts,2009,Comedy,Robert Rodriguez,Robert Rodriguez,Jimmy Bennett,English,USA,89,20875468
Tooth Fairy,2010,Comedy,Michael Lembeck,Lowell Ganz ,Dwayne Johnson,English,USA,101,58565813
The Kings of Summer,2013,Adventure,Jordan Vogt-Roberts,Chris Galletta,Nick Robinson,English,USA,95,1300000
Super 8,2011,Mystery,J.J. Abrams,J.J. Abrams,Joel Courtney,English,USA,112,126975169
Alan Partridge,2013,Action,Declan Lowney,Neil Gibbons ,Colm Meaney,English,UK,90,153146
Everybody Loves Somebody,2017,Comedy,Catalina Aguilar Mastretta,Catalina Aguilar Mastretta,Karla Souza,English,Mexico,102,1906294
The Dilemma,2011,Comedy,Ron Howard,Allan Loeb,Vince Vaughn,English,USA,111,48430355
This Is Not What I Expected,2017,Comedy,Derek Hui,Joyce Chan,Takeshi Kaneshiro,unknown,China,106,334985
American: The Bill Hicks Story,2009,Documentary,Matt Harlock,unknown,Bill Hicks,English,UK,102,90275
Appaloosa,2008,Crime,Ed Harris,Robert Knott ,Robert Jauregui,English,USA,115,20157730
Ain't Them Bodies Saints,2013,Crime,David Lowery,David Lowery,Rooney Mara,English,USA,96,200000
Nights in Rodanthe,2008,Drama,George C. Wolfe,Ann Peacock ,Richard Gere,English,USA,97,41840908
Allied,2016,Action,Robert Zemeckis,Steven Knight,Brad Pitt,English,UK,124,40069087
Salvation Boulevard,2011,Action,George Ratliff,Douglas Stone ,Jennifer Connelly,English,USA,96,27445
Rascals,2011,Action,David Dhawan,Sanjay Chhel ,Ajay Devgn,Hindi,India,128,261156
Where in the World Is Osama Bin Laden?,2008,Documentary,Morgan Spurlock,Jeremy Chilnick ,Morgan Spurlock,English,France,90,300000
Rosenwald,2015,Documentary,Aviva Kempner,Aviva Kempner,Peter Ascoli,English,USA,95,359187
Den of Thieves,2018,Action,Christian Gudegast,Christian Gudegast ,Gerard Butler,English,USA,140,44680327
The Bounce Back,2016,Comedy,Youssef Delara,Victor Teran,Shemar Moore,English,USA,104,320676
Muscle Shoals,2013,Documentary,Greg 'Freddy' Camalier,unknown,Stephen Badger,English,USA,111,695625
Prem Ratan Dhan Payo,2015,Action,Sooraj R. Barjatya,Sooraj R. Barjatya ,Salman Khan,Hindi,India,164,3725383
Last Vegas,2013,Comedy,Jon Turteltaub,Dan Fogelman,Michael Douglas,English,USA,105,51434214
D' Mrs. Brown's Boys Movie,2014,Comedy,Ben Kellett,Brendan O'Carroll ,Brendan O'Carroll,English,UK,94,12453660
A Tale of Love and Darkness,2015,Biography,Natalie Portman,Natalie Portman ,Natalie Portman,Hebrew,Israel,95,569381
Aliens in the Attic,2009,Animation,John Schultz,Mark Burton ,Carter Jenkins,English,USA,86,24967943
The Tree of Life,2011,Drama,Terrence Malick,Terrence Malick,Brad Pitt,English,USA,139,13303319
Baggage Claim,2013,Comedy,David E. Talbert,David E. Talbert ,Paula Patton,English,USA,96,17262017
Phantom of the Theatre,2016,Fantasy,Wai Man Yip,Jingling Li,Ruby Lin,Mandarin,China,103,21001
Lottery Ticket,2010,Comedy,Erik White,Abdul Williams ,Shad Moss,English,USA,99,24708699
Life in a Day,2011,Documentary,Loressa Clisby,unknown,Hiroaki Aikawa,English,UK,95,247215
Red Cliff,2008,Action,John Woo,John Woo ,Tony Chiu-Wai Leung,Mandarin,China,148,526841
Mother's Day,2016,Comedy,Garry Marshall,Anya Kochoff ,Jennifer Aniston,English,USA,118,29149230
I'm Still Here,2010,Comedy,Casey Affleck,Casey Affleck,Joaquin Phoenix,English,USA,108,408719
The Short Game,2013,Documentary,Josh Greenbaum,unknown,Amari Avery,English,USA,99,38856
Milk,2008,Biography,Gus Van Sant,Dustin Lance Black,Sean Penn,English,USA,128,31716847
The House,2017,Comedy,Andrew Jay Cohen,Brendan O'Brien,Will Ferrell,English,USA,88,25563273
Django Unchained,2012,Drama,Quentin Tarantino,Quentin Tarantino,Jamie Foxx,English,USA,165,162804648
Chasing Ice,2012,Documentary,Jeff Orlowski,Mark Monroe,James Balog,English,USA,75,1309997
Gregory Crewdson: Brief Encounters,2012,Documentary,Ben Shapiro,unknown,Costanza Theodoli Braschi,English,USA,78,58978
Violet Tendencies,2010,Comedy,Casper Andreas,Jesse Archer ,Mindy Cohn,English,USA,99,5264
30 Minutes or Less,2011,Action,Ruben Fleischer,Michael Diliberti ,Jesse Eisenberg,English,USA,83,37100000
Step Up 2: The Streets,2008,Drama,Jon M. Chu,Toni Ann Johnson,Briana Evigan,English,USA,98,58006147
Paterson,2016,Comedy,Jim Jarmusch,Jim Jarmusch,Adam Driver,English,France,118,2141423
A Villain,2014,Action,Mohit Suri,Tushar Hiranandani,Sidharth Malhotra,Hindi,India,129,414116
Cinderella,2015,Drama,Kenneth Branagh,Chris Weitz ,Cate Blanchett,English,USA,105,183327144
A-X-L,2018,Action,Oliver Daly,Oliver Daly,Alex Neustaedter,English,USA,98,2147
From the Land of the Moon,2016,Drama,Nicole Garcia,Milena Agus ,Marion Cotillard,French,France,120,45457
The Amazing Spider-Man 2,2014,Action,Marc Webb,Alex Kurtzman ,Andrew Garfield,English,USA,142,183277573
Gods of Egypt,2016,Action,Alex Proyas,Matt Sazama,Brenton Thwaites,English,USA,127,31141074
Berlin Syndrome,2017,Drama,Cate Shortland,Shaun Grant ,Teresa Palmer,English,Australia,116,23300
The Handmaiden,2016,Drama,Chan-wook Park,Sarah Waters ,Min-hee Kim,Korean,South Korea,144,2004919
Dave Made a Maze,2017,Adventure,Bill Watterson,Steven Sears ,Meera Rohit Kumbhani,English,USA,80,13178
Soul Surfer,2011,Biography,Sean McNamara,Sean McNamara ,AnnaSophia Robb,English,USA,112,43853424
Familiar Grounds,2011,Drama,Stephane Lafleur,Stephane Lafleur,Francis La Haye,French,Canada,90,43037
April and the Extraordinary World,2015,Animation,Christian Desmares,Franck Ekinci ,Marion Cotillard,French,France,105,294311
Make Your Move,2013,Drama,Duane Adler,Duane Adler ,Derek Hough,English,South Korea,110,122293
XX,2017,Horror,Roxanne Benjamin,Jovanka Vuckovic ,Natalie Brown,English,Canada,80,30611
The Summit,2012,Documentary,Nick Ryan,Mark Monroe,Christine Barnes,English,Ireland,95,140269
Citizen Gangster,2011,Crime,Nathan Morlando,Nathan Morlando,Scott Speedman,English,Canada,105,625
Jack Reacher: Never Go Back,2016,Action,Edward Zwick,Richard Wenk ,Tom Cruise,English,China,118,58676235
Edge of Darkness,2010,Crime,Martin Campbell,William Monahan ,Mel Gibson,English,UK,117,43290977
The Secret Life of Walter Mitty,2013,Adventure,Ben Stiller,Steve Conrad ,Ben Stiller,English,USA,114,33223430
Gore Vidal: The United States of Amnesia,2013,Documentary,Nicholas D. Wrathall,unknown,Gore Vidal,English,USA,83,133296
Fantastic Mr. Fox,2009,Animation,Wes Anderson,Roald Dahl ,George Clooney,English,USA,87,21000000
Easy Virtue,2008,Comedy,Stephan Elliott,Stephan Elliott,Jessica Biel,English,UK,97,2600000
Did You Hear About the Morgans?,2009,Comedy,Marc Lawrence,Marc Lawrence,Hugh Grant,English,USA,103,29580087
Operation Red Sea,2018,Action,Dante Lam,Ji Feng,Yi Zhang,Mandarin,China,142,1526248
Eisenstein in Guanajuato,2015,Biography,Peter Greenaway,Peter Greenaway,Elmer Back,English,Netherlands,105,20852
L.A. Slasher,2015,Comedy,Martin Owen,Martin Owen,Andy Dick,English,USA,86,2421
Art Is... The Permanent Revolution,2012,Documentary,Manfred Kirchheimer,unknown,Sigmund Abeles,English,USA,82,4252
"She Smiles, She's Snared!",2014,Comedy,Vinil Mathew,Harshavardhan Kulkarni ,Sidharth Malhotra,Hindi,India,141,336985
The Crazies,2010,Horror,Breck Eisner,Scott Kosar ,Timothy Olyphant,English,USA,101,38240768
Transporter 3,2008,Action,Olivier Megaton,Luc Besson,Jason Statham,English,France,104,31316973
The Beaver,2011,Drama,Jodie Foster,Kyle Killen,Mel Gibson,English,USA,91,900000
Green Zone,2010,Action,Paul Greengrass,Brian Helgeland,Igal Naor,English,UK,115,35000000
Uncle Boonmee Who Can Recall His Past Lives,2010,Drama,Apichatpong Weerasethakul,Phra Sripariyattiweti ,Thanapat Saisaymar,Thai,Thailand,114,183605
Adam,2009,Comedy,Max Mayer,Max Mayer,Hugh Dancy,English,USA,99,2121118
Cobain: Montage of Heck,2015,Documentary,Brett Morgen,Brett Morgen,Aaron Burckhard,English,USA,145,485164
Copperhead,2013,Drama,Ron Maxwell,Harold Frederic ,Francois Arnaud,English,USA,120,171740
1911,2011,Action,Li Zhang,Xingdong Wang ,Jackie Chan,Mandarin,China,121,127437
Aloha,2015,Comedy,Cameron Crowe,Cameron Crowe,Bradley Cooper,English,USA,105,15669178
Punisher: War Zone,2008,Action,Lexi Alexander,Nick Santora,Ray Stevenson,English,USA,103,7948159
Madagascar 3: Europe's Most Wanted,2012,Animation,Eric Darnell,Eric Darnell ,Ben Stiller,English,USA,93,216366733
The Other Boleyn Girl,2008,Biography,Justin Chadwick,Peter Morgan ,Natalie Portman,English,UK,115,26800000
The Magic of Belle Isle,2012,Comedy,Rob Reiner,Guy Thomas,Morgan Freeman,English,USA,109,66433
Barney's Version,2010,Comedy,Richard J. Lewis,Mordecai Richler ,Paul Giamatti,English,Italy,134,7501404
I Believe in Miracles,2015,Documentary,Jonny Owen,Jonny Owen ,Brian Clough,English,UK,104,75528
The Prophet,2014,Animation,Roger Allers,Roger Allers ,Liam Neeson,English,USA,85,217451
The Railway Man,2013,Biography,Jonathan Teplitzky,Frank Cottrell Boyce ,Jeremy Irvine,English,Switzerland,116,4146580
Resident Evil: Retribution,2012,Action,Paul W.S. Anderson,Paul W.S. Anderson,Milla Jovovich,English,Germany,95,42345531
Happy Death Day,2017,Horror,Christopher Landon,Scott Lobdell,Jessica Rothe,English,USA,96,55398005
The Stepfather,2009,Crime,Nelson McCormick,J.S. Cardone ,Dylan Walsh,English,USA,101,29062561
The Angry Birds Movie,2016,Animation,Clay Kaytis,Jon Vitti ,Jason Sudeikis,English,Finland,97,107506776
Vengeance: A Love Story,2017,Action,Johnny Martin,John Mankiewicz ,Nicolas Cage,English,USA,99,4526
Rosencrantz and Guildenstern Are Undead,2009,Comedy,Jordan Galland,Jordan Galland,Jake Hoffman,English,USA,89,70563
The Last Lions,2011,Documentary,Dereck Joubert,Dereck Joubert,Jeremy Irons,English,USA,88,631925
Florence Foster Jenkins,2016,Biography,Stephen Frears,Nicholas Martin,Meryl Streep,English,UK,111,27370107
Judy Moody and the Not Bummer Summer,2011,Comedy,John Schultz,Kathy Waugh ,Jordana Beatty,English,USA,91,15000994
Glee: The 3D Concert Movie,2011,Documentary,Kevin Tancharoen,unknown,Dianna Agron,English,USA,84,11860839
"Welcome Home, Roscoe Jenkins",2008,Comedy,Malcolm D. Lee,Malcolm D. Lee,Martin Lawrence,English,USA,114,42168445
Fill the Void,2012,Drama,Rama Burshtein,Rama Burshtein,Hadas Yaron,Hebrew,Israel,90,1130272
Moomins on the Riviera,2014,Animation,Xavier Picard,Leslie Stewart ,Maria Sid,Finnish,Finland,80,169190
Black Nativity,2013,Drama,Kasi Lemmons,Langston Hughes ,Forest Whitaker,English,USA,93,4894004
Sea Rex 3D: Journey to a Prehistoric World,2010,Documentary,Ronan Chapalain,Ronan Chapalain,Guillaume Denaiffe,English,UK,41,6096582
Hoodwinked Too! Hood vs. Evil,2011,Animation,Mike Disa,Cory Edwards ,Hayden Panettiere,English,USA,86,10134754
Courageous,2011,Drama,Alex Kendrick,Alex Kendrick,Ken Bevel,English,USA,129,34522221
The Baader Meinhof Complex,2008,Action,Uli Edel,Bernd Eichinger ,Martina Gedeck,German,Germany,150,296294
Addicted,2014,Drama,Bille Woodruff,Christina Welsh ,Boris Kodjoe,Spanish,USA,106,17382982
Kalakalappu,2012,Comedy,Sundar C.,Cable Sankar,Vimal,Tamil,India,135,30949
Wish Upon,2017,Fantasy,John R. Leonetti,Barbara Marshall,Joey King,English,USA,90,14301001
Last Weekend,2014,Comedy,Tom Dolby,Tom Dolby,Patricia Clarkson,English,USA,94,2661
Jane Got a Gun,2015,Action,Gavin O'Connor,Brian Duffield ,Natalie Portman,English,USA,98,976847
The Internet's Own Boy: The Story of Aaron Swartz,2014,Documentary,Brian Knappenberger,Brian Knappenberger,Tim Berners-Lee,English,USA,105,48911
10 Cloverfield Lane,2016,Drama,Dan Trachtenberg,Josh Campbell ,John Goodman,English,USA,103,59481553
8: The Mormon Proposition,2010,Documentary,Reed Cowan,Reed Cowan,Spencer Jones,English,USA,80,99851
Morning Light,2008,Documentary,Mark Monroe,Leslie DeMeuse ,Chris Branning,English,USA,97,129295
Mental,2012,Comedy,P.J. Hogan,P.J. Hogan,Rebecca Gibney,English,Australia,116,2202208
Viva Riva!,2010,Crime,Djo Munga,Djo Munga ,Patsha Bay,French,The Democratic Republic Of Congo,98,61759
Homefront,2013,Action,Gary Fleder,Sylvester Stallone ,Jason Statham,English,USA,100,12641119
Ghosts of Girlfriends Past,2009,Comedy,Mark Waters,Jon Lucas,Matthew McConaughey,English,USA,100,55179308
Found Memories,2011,Drama,Julia Murat,Maria Clara Escobar,Sonia Guedes,Portuguese,Brazil,98,5175
About Cherry,2012,Drama,Stephen Elliott,Stephen Elliott,Ashley Hinshaw,English,USA,98,2760
Young Adult,2011,Comedy,Jason Reitman,Diablo Cody,Charlize Theron,English,USA,94,16295033
The Company You Keep,2012,Drama,Robert Redford,Lem Dobbs ,Robert Redford,English,USA,125,5132442
"Bless Me, Ultima",2013,Drama,Carl Franklin,Rudolfo Anaya ,Luke Ganalon,English,USA,106,1559556
The International,2009,Action,Tom Tykwer,Eric Warren Singer,Clive Owen,English,USA,118,25450527
The Son of Joseph,2016,Drama,Eugene Green,Eugene Green ,Victor Ezenfis,French,France,113,28753
Dabangg 2,2012,Action,Arbaaz Khan,Dilip Shukla,Salman Khan,Hindi,India,120,2474674
The Spirit,2008,Action,Frank Miller,Frank Miller ,Jaime King,English,USA,103,19781879
Pride and Glory,2008,Crime,Gavin O'Connor,Joe Carnahan ,Colin Farrell,English,USA,130,15709385
In Another Country,2012,Drama,Sang-soo Hong,Sang-soo Hong ,Isabelle Huppert,Korean,South Korea,89,22139
The Imaginarium of Doctor Parnassus,2009,Adventure,Terry Gilliam,Terry Gilliam,Andrew Garfield,English,UK,123,7504196
Krisha,2015,Drama,Trey Edward Shults,Trey Edward Shults,Krisha Fairchild,English,USA,83,143978
Down by Love,2016,Biography,Pierre Godeau,Pierre Godeau ,Adele Exarchopoulos,French,France,110,390
Why Stop Now?,2012,Comedy,Phil Dorling,Phil Dorling ,Jesse Eisenberg,English,USA,85,1641
Broken Embraces,2009,Drama,Pedro Almodovar,Pedro Almodovar,Penelope Cruz,Spanish,Spain,127,4900000
West Is West,2010,Comedy,Andy De Emmony,Ayub Khan-Din ,Aqib Khan,English,UK,103,1458734
Inside Out,2015,Animation,Pete Docter,Pete Docter ,Amy Poehler,English,USA,95,264317903
Duckweed,2017,Comedy,Han Han,Han Han,Chao Deng,Mandarin,China,102,469706
Legends of Oz: Dorothy's Return,2013,Animation,Will Finn,Roger S. Baum ,Dan Aykroyd,English,USA,88,6455823
The Dark Tower,2017,Action,Nikolaj Arcel,Akiva Goldsman ,Matthew McConaughey,English,USA,95,50644837
Project X,2012,Comedy,Nima Nourizadeh,Matt Drake ,Thomas Mann,English,USA,88,53400000
A la mala,2015,Comedy,Pitipol Ybarra,Issa Lopez,Aislinn Derbez,Spanish,Mexico,99,2813529
The Legend of Pale Male,2009,Documentary,Frederic Lilien,Janet Hess,unknown,English,USA,85,38083
Two-Bit Waltz,2014,Comedy,Clara Mamet,Clara Mamet,Clara Mamet,English,USA,81,2051
Hidden Figures,2016,Biography,Theodore Melfi,Allison Schroeder ,Taraji P. Henson,English,USA,127,169385416
Loosies,2011,Comedy,Michael Corrente,Peter Facinelli,Peter Facinelli,English,USA,89,3318
Observe and Report,2009,Comedy,Jody Hill,Jody Hill,Seth Rogen,English,USA,86,23993605
I Called Him Morgan,2016,Documentary,Kasper Collin,Kasper Collin,Lee Morgan,English,Sweden,92,8544
Maudie,2016,Biography,Aisling Walsh,Sherry White,Sally Hawkins,English,Ireland,115,6139048
30 Beats,2012,Comedy,Alexis Lloyd,Alexis Lloyd,Condola Rashad,English,France,88,14686
Julieta,2016,Drama,Pedro Almodovar,Pedro Almodovar,Emma Suarez,Spanish,Spain,99,1489848
A Wedding Invitation,2013,Drama,Ki-hwan Oh,Qin Hai Yan ,Baihe Bai,Mandarin,China,101,11041
Saint Misbehavin': The Wavy Gravy Movie,2009,Documentary,Michelle Esrick,unknown,Larry Brilliant,English,USA,87,28773
Water for Elephants,2011,Drama,Francis Lawrence,Richard LaGravenese ,Reese Witherspoon,English,USA,120,58700247
Sabotage,2014,Action,David Ayer,Skip Woods,Arnold Schwarzenegger,English,USA,109,8125131
The Midnight Meat Train,2008,Horror,Ryuhei Kitamura,Jeff Buhler ,Bradley Cooper,English,USA,100,34394
Nim's Island,2008,Adventure,Jennifer Flackett,Joseph Kwong ,Abigail Breslin,English,USA,96,47912652
I'm Not Ashamed,2016,Biography,Brian Baugh,Philipa A. Booyens,Masey McLain,English,USA,112,2080932
Frank & Lola,2016,Crime,Matthew Ross,Matthew Ross,Michael Nyqvist,English,USA,88,5747
Te3n,2016,Drama,Ribhu Dasgupta,Bijesh Jayarajan ,Amitabh Bachchan,Hindi,India,136,258066
Crimson Peak,2015,Drama,Guillermo del Toro,Guillermo del Toro,Mia Wasikowska,English,Canada,119,25957696
A Madea Christmas,2013,Comedy,Tyler Perry,Tyler Perry ,Tyler Perry,English,USA,100,52528330
This Is Not a Film,2011,Documentary,Mojtaba Mirtahmasb,Jafar Panahi,Jafar Panahi,Persian,Iran,75,63144
The Gambler,2014,Crime,Rupert Wyatt,William Monahan ,Mark Wahlberg,English,USA,111,18884667
Sacrifice,2009,Action,Renzil D'Silva,Renzil D'Silva ,Kareena Kapoor,Hindi,India,161,736413
Indiana Jones and the Kingdom of the Crystal Skull,2008,Action,Steven Spielberg,David Koepp ,Harrison Ford,English,USA,122,316957122
Beyond the Hills,2012,Drama,Cristian Mungiu,Cristian Mungiu ,Cosmina Stratan,Romanian,Romania,152,71701
Let the Fire Burn,2013,Documentary,Jason Osder,unknown,Birdie Africa,English,USA,88,59033
Aloha,2015,Comedy,Cameron Crowe,Cameron Crowe,Bradley Cooper,English,USA,105,15669178
The World's End,2013,Action,Edgar Wright,Simon Pegg,Thomas Law,English,UK,109,33408732
Plush,2013,Drama,Catherine Hardwicke,Catherine Hardwicke,Emily Browning,English,USA,99,2843
Headhunters,2011,Crime,Morten Tyldum,Ulf Ryberg ,Aksel Hennie,Norwegian,Norway,96,794849
Hellbound?,2012,Documentary,Kevin Miller,Kevin Miller,Kevin Miller,English,Canada,84,21920
Crooked Arrows,2012,Drama,Steve Rash,Brad Riddell,Brandon Routh,English,USA,105,1700000
Life,2017,Horror,Daniel Espinosa,Rhett Reese,Hiroyuki Sanada,English,USA,104,30180466
Girl in Progress,2012,Comedy,Patricia Riggen,Hiram Martinez ,Eva Mendes,English,USA,93,2600000
Conviction,2010,Biography,Tony Goldwyn,Pamela Gray,Hilary Swank,English,USA,107,6783129
Touch the Wall,2014,Documentary,Grant Barbeito,Christo Brock,Missy Franklin,English,USA,101,6150
