Title,Year,Genre,Director,Writer,Actors,Language,Country,Runtime,BoxOffice
People Places Things,2015,Comedy,Jim Strouse,Jim Strouse,Jemaine Clement,English,USA,85,30768
Absolutely Anything,2015,Comedy,Terry Jones,Terry Jones ,Simon Pegg,English,UK,85,673096
Digging for Fire,2015,Drama,Joe Swanberg,Jake Johnson,Jake Johnson,English,USA,85,119364
James White,2015,Drama,Josh Mond,Josh Mond,Christopher Abbott,English,USA,85,101368
Neshoba,2008,Documentary,Micki Dickoff,Micki Dickoff,unknown,English,USA,86,19219
Beer for My Horses,2008,Action,Michael Salomon,Rodney Carrington ,Toby Keith,English,USA,86,586242
Meet the Spartans,2008,Comedy,Jason Friedberg,Jason Friedberg,Sean Maguire,English,USA,86,38200000
Horton Hears a Who!,2008,Animation,Jimmy Hayward,Cinco Paul ,Jim Carrey,English,USA,86,154388002
The Strangers,2008,Horror,Bryan Bertino,Bryan Bertino,Alex Fisher,English,USA,86,52500000
The Promotion,2008,Comedy,Steve Conrad,Steve Conrad,Seann William Scott,English,USA,86,362531
Aliens in the Attic,2009,Animation,John Schultz,Mark Burton ,Carter Jenkins,English,USA,86,24967943
Observe and Report,2009,Comedy,Jody Hill,Jody Hill,Seth Rogen,English,USA,86,23993605
Waking Sleeping Beauty,2009,Documentary,Don Hahn,Patrick Pacheco ,Don Hahn,English,USA,86,33115
Cheri,2009,Comedy,Stephen Frears,Christopher Hampton,Michelle Pfeiffer,English,UK,86,2643292
Waking Sleeping Beauty,2009,Documentary,Don Hahn,Patrick Pacheco ,Don Hahn,English,USA,86,33115
The Virginity Hit,2010,Comedy,Huck Botko,Andrew Gurland,Matt Bennett,English,USA,86,535249
Cameraman: The Life and Work of Jack Cardiff,2010,Documentary,Craig McCall,unknown,Jack Cardiff,English,UK,86,20019
Exporting Raymond,2010,Documentary,Philip Rosenthal,Philip Rosenthal,Philip Rosenthal,Russian,USA,86,83894
Kaboom,2010,Comedy,Gregg Araki,Gregg Araki ,Thomas Dekker,English,USA,86,116478
Gun Hill Road,2011,Drama,Rashaad Ernesto Green,Rashaad Ernesto Green,Esai Morales,English,USA,86,139013
Diana Vreeland: The Eye Has to Travel,2011,Documentary,Lisa Immordino Vreeland,Lisa Immordino Vreeland,Diana Vreeland,English,USA,86,619054
Hoodwinked Too! Hood vs. Evil,2011,Animation,Mike Disa,Cory Edwards ,Hayden Panettiere,English,USA,86,10134754
Silent House,2011,Drama,Chris Kentis,Gustavo Hernandez ,Elizabeth Olsen,English,France,86,9921042
Like Crazy,2011,Drama,Drake Doremus,Drake Doremus,Anton Yelchin,English,USA,86,3388210
Beastly,2011,Drama,Daniel Barnz,Daniel Barnz ,Alex Pettyfer,English,USA,86,27854896
17 Girls,2011,Drama,Delphine Coulin,Delphine Coulin,Louise Grinberg,French,France,86,15002
Like Crazy,2011,Drama,Drake Doremus,Drake Doremus,Anton Yelchin,English,USA,86,3388210
Resurrect Dead: The Mystery of the Toynbee Tiles,2011,Documentary,Jon Foy,Jon Foy,Justin Duerr,English,USA,86,21243
Apollo 18,2011,Horror,Gonzalo Lopez-Gallego,Brian Miller,Warren Christie,English,USA,86,17500000
Hobo with a Shotgun,2011,Action,Jason Eisener,John Davies,Rutger Hauer,English,Canada,86,117137
Munger Road,2011,Horror,Nicholas Smith,Nicholas Smith,Bruce Davison,English,USA,86,266190
Surviving Progress,2011,Documentary,Mathieu Roy,Harold Crooks,Ronald Wright,English,Canada,86,47139
Dark Horse,2011,Comedy,Todd Solondz,Todd Solondz,Melisa Young,English,USA,86,166228
Pariah,2011,Drama,Dee Rees,Dee Rees,Adepero Oduye,English,USA,86,758099
Frances Ha,2012,Comedy,Noah Baumbach,Noah Baumbach,Greta Gerwig,English,USA,86,3900000
Searching for Sugar Man,2012,Documentary,Malik Bendjelloul,Malik Bendjelloul,Stephen 'Sugar' Segerman,English,Sweden,86,3100000
Safety Not Guaranteed,2012,Comedy,Colin Trevorrow,Derek Connolly,Aubrey Plaza,English,USA,86,4007792
No One Lives,2012,Horror,Ryuhei Kitamura,David Cohen,Luke Evans,English,USA,86,53929
Fun Size,2012,Adventure,Josh Schwartz,Max Werner,Victoria Justice,English,USA,86,9402410
Chernobyl Diaries,2012,Horror,Bradley Parker,Oren Peli ,Ingrid Bolso Berdal,English,USA,86,18100000
The Lorax,2012,Animation,Chris Renaud,Dr. Seuss ,Danny DeVito,English,USA,86,211000000
Kath & Kimderella,2012,Comedy,Ted Emery,Gina Riley,Jane Turner,English,Australia,86,3982426
A Glimpse Inside the Mind of Charles Swan III,2012,Comedy,Roman Coppola,Roman Coppola,Charlie Sheen,English,USA,86,33786
Scary Movie 5,2013,Comedy,Malcolm D. Lee,David Zucker,Ashley Tisdale,English,USA,86,32014289
Evergreen: The Road to Legalization,2013,Documentary,Riley Morton,Nils Cowan,Rick Steves,English,USA,86,2363
A Haunted House,2013,Comedy,Michael Tiddes,Marlon Wayans,Marlon Wayans,English,USA,86,32536865
The Trials of Muhammad Ali,2013,Documentary,Bill Siegel,unknown,Eamonn Andrews,English,USA,86,57607
Ai Weiwei: The Fake Case,2013,Documentary,Andreas Johnsen,Andreas Johnsen,Lao Ai,Mandarin,Denmark,86,24134
A Haunted House,2013,Comedy,Michael Tiddes,Marlon Wayans,Marlon Wayans,English,USA,86,32536865
A Haunted House,2013,Comedy,Michael Tiddes,Marlon Wayans,Marlon Wayans,English,USA,86,32536865
"My Love, Don't Cross That River",2014,Documentary,Mo-young Jin,Mo-young Jin,Byeong-man Jo,Korean,South Korea,86,86446
A Haunted House 2,2014,Comedy,Michael Tiddes,Marlon Wayans,Marlon Wayans,English,USA,86,13710572
Song One,2014,Drama,Kate Barker-Froyland,Kate Barker-Froyland,Anne Hathaway,English,USA,86,20200
L.A. Slasher,2015,Comedy,Martin Owen,Martin Owen,Andy Dick,English,USA,86,2421
Hell and Back,2015,Animation,Tom Gianas,Tom Gianas,Nick Swardson,English,USA,86,156166
The Girl in the Book,2015,Drama,Marya Cohn,Marya Cohn,Emily VanCamp,English,USA,86,5249
"Hieronymus Bosch, Touched by the Devil",2015,Documentary,Pieter van Huystee,Pieter van Huystee,Matteo Ceriana,Dutch,Netherlands,86,167601
One Missed Call,2008,Horror,Eric Valette,Andrew Klavan ,Shannyn Sossamon,English,USA,87,26812746
Strange Wilderness,2008,Adventure,Fred Wolf,Peter Gaulke,Steve Zahn,English,USA,87,6515869
The Love Guru,2008,Comedy,Marco Schnabel,Mike Myers,Jessica Simpson,English,UK,87,32178777
The Love Guru,2008,Comedy,Marco Schnabel,Mike Myers,Jessica Simpson,English,UK,87,32178777
Disaster Movie,2008,Comedy,Jason Friedberg,Jason Friedberg,Matt Lanter,English,USA,87,14174654
Fantastic Mr. Fox,2009,Animation,Wes Anderson,Roald Dahl ,George Clooney,English,USA,87,21000000
Saint Misbehavin': The Wavy Gravy Movie,2009,Documentary,Michelle Esrick,unknown,Larry Brilliant,English,USA,87,28773
Kings of Pastry,2009,Documentary,Chris Hegedus,unknown,Jacquy Pfeiffer,English,Netherlands,87,336095
The Uninvited,2009,Drama,Charles Guard,Craig Rosenberg ,Emily Browning,English,USA,87,28573173
Smash His Camera,2010,Documentary,Leon Gast,unknown,Floyd Abrams,English,USA,87,2367
The Last Exorcism,2010,Drama,Daniel Stamm,Huck Botko,Patrick Fabian,English,France,87,40990055
Please Give,2010,Comedy,Nicole Holofcener,Nicole Holofcener,Rebecca Hall,English,USA,87,4033268
Exit Through the Gift Shop,2010,Documentary,Banksy,unknown,Banksy,English,UK,87,3288699
Cool It,2010,Documentary,Ondi Timoner,Terry Botwick,Bjorn Lomborg,English,USA,87,62713
Boy,2010,Comedy,Taika Waititi,Taika Waititi,James Rolleston,English,New Zealand,87,242008
Marmaduke,2010,Comedy,Tom Dey,Tim Rasmussen,Owen Wilson,English,USA,87,33643461
Catfish,2010,Documentary,Henry Joost,unknown,Nev Schulman,English,USA,87,3234373
Neil Young Journeys,2011,Documentary,Jonathan Demme,unknown,Neil Young,English,USA,87,214588
The Family Tree,2011,Comedy,Vivi Friedman,Mark Lisson,Rachael Leigh Cook,English,Australia,87,3658
Alvin and the Chipmunks: Chipwrecked,2011,Animation,Mike Mitchell,Jonathan Aibel,Jason Lee,English,USA,87,133103929
Cedar Rapids,2011,Comedy,Miguel Arteta,Phil Johnston,Ed Helms,English,USA,87,6800000
Priest,2011,Action,Scott Stewart,Cory Goodman,Paul Bettany,English,USA,87,29100000
The Kid with a Bike,2011,Drama,Jean-Pierre Dardenne,Jean-Pierre Dardenne,Thomas Doret,French,Belgium,87,1384749
Photographic Memory,2011,Documentary,Ross McElwee,Marie-Emmanuelle Hartness,Adrian McElwee,English,USA,87,7711
Flypaper,2011,Comedy,Rob Minkoff,Jon Lucas,Patrick Dempsey,English,Germany,87,1098
Bachelorette,2012,Comedy,Leslye Headland,Leslye Headland ,Kirsten Dunst,English,USA,87,400000
Paulette,2012,Comedy,Jerome Enrico,Laurie Aubanel ,Bernadette Lafont,French,France,87,9548
Come Out and Play,2012,Horror,Makinov,Makinov ,Vinessa Shaw,English,Mexico,87,1600
Call Me Kuchu,2012,Documentary,Katherine Fairfax Wright,Katherine Fairfax Wright,David Bahati,English,USA,87,8941
La pirogue,2012,Drama,Moussa Toure,Abasse Ndione ,Souleymane Seye Ndiaye,French,France,87,11165
A Beautiful Soul,2012,Drama,Jeffrey W. Byrd,Lamont Magee ,Deitrick Haddon,English,USA,87,54008
Frankenweenie,2012,Animation,Tim Burton,Leonard Ripps,Catherine O'Hara,English,USA,87,35287788
Bachelorette,2012,Comedy,Leslye Headland,Leslye Headland ,Kirsten Dunst,English,USA,87,400000
Detention of the Dead,2012,Comedy,Alex Craig Mann,Alex Craig Mann,Jacob Zachar,English,USA,87,1332
Jason Becker: Not Dead Yet,2012,Documentary,Jesse Vile,Jesse Vile,Jason Becker,English,UK,87,794
Lola Versus,2012,Comedy,Daryl Wein,Zoe Lister-Jones,Greta Gerwig,English,USA,87,200000
2016: Obama's America,2012,Documentary,Dinesh D'Souza,Dinesh D'Souza,Jay Bastian,English,USA,87,33349941
These Final Hours,2013,Drama,Zak Hilditch,Zak Hilditch,Jessica De Gouw,English,Australia,87,206727
Tangerines,2013,Drama,Zaza Urushadze,Tatjana Mulbeier ,Lembit Ulfsak,Estonian,Estonia,87,114501
The Happy Sad,2013,Drama,Rodney Evans,Ken Urban ,Leroy McClain,English,USA,87,7742
Dirty Wars,2013,Documentary,Rick Rowley,David Riker,Nasser Al Aulaqi,English,USA,87,365604
Pandora's Promise,2013,Documentary,Robert Stone,Robert Stone,Stewart Brand,English,USA,87,69252
Fire in the Blood,2013,Documentary,Dylan Mohan Gray,Dylan Mohan Gray,Zackie Achmat,English,India,87,28948
Pudsey the Dog: The Movie,2014,Comedy,Nick Moore,Paul Rose,Pudsey,English,UK,87,661344
Honeymoon,2014,Horror,Leigh Janiak,Phil Graziadei,Rose Leslie,English,USA,87,9168
Therapy for a Vampire,2014,Comedy,David Ruhm,David Ruhm,Tobias Moretti,German,Austria,87,3361
The Ones Below,2015,Drama,David Farr,David Farr,Clemence Poesy,English,UK,87,12089
En Equilibre,2015,Drama,Denis Dercourt,Denis Dercourt ,Albert Dupontel,French,France,87,809
Best of Enemies: Buckley vs. Vidal,2015,Documentary,Robert Gordon,Robert Gordon,Paul Newman,English,USA,87,891997
Hot Pursuit,2015,Action,Anne Fletcher,David Feeney,Reese Witherspoon,English,USA,87,26863875
Batkid Begins,2015,Documentary,Dana Nachman,John Crane ,Teresa Clovicko,English,USA,87,73002
The Adderall Diaries,2015,Crime,Pamela Romanowsky,Pamela Romanowsky,James Franco,English,USA,87,11287
All Creatures Big and Small,2015,Animation,Toby Genkel,Richie Conroy,Dermot Magennis,English,Germany,87,1850924
Four Christmases,2008,Comedy,Seth Gordon,Matt Allen ,Vince Vaughn,English,Germany,88,120100000
Jumper,2008,Action,Doug Liman,David S. Goyer ,Hayden Christensen,English,USA,88,80055499
Prom Night,2008,Horror,Nelson McCormick,J.S. Cardone,Brittany Snow,English,USA,88,43818159
Alvin and the Chipmunks: The Squeakquel,2009,Animation,Betty Thomas,Jon Vitti,Zachary Levi,English,USA,88,219304216
The Unborn,2009,Drama,David S. Goyer,David S. Goyer,Odette Annable,English,USA,88,42638165
Zombieland,2009,Adventure,Ruben Fleischer,Rhett Reese,Jesse Eisenberg,English,USA,88,75590286
G-Force,2009,Animation,Hoyt Yeatman,Cormac Wibberley ,Bill Nighy,English,USA,88,119420252
Paper Heart,2009,Comedy,Nicholas Jasenovec,Nicholas Jasenovec,Charlyne Yi,English,USA,88,1149350
Armored,2009,Action,Nimrod Antal,James V. Simpson,Matt Dillon,English,USA,88,15988876
Big Fan,2009,Comedy,Robert Siegel,Robert Siegel,Patton Oswalt,English,USA,88,105339
Garbo: The Spy,2009,Documentary,Edmon Roch,Maria Hervera,Rupert Allason,English,Spain,88,28195
Post Grad,2009,Comedy,Vicky Jenson,Kelly Fremon Craig,Alexis Bledel,English,USA,88,6290448
Old Dogs,2009,Comedy,Walt Becker,David Diamond,John Travolta,English,USA,88,49474048
Street Dreams,2009,Drama,Chris Zamoscianyk,Elisa Delson,Paul Rodriguez,English,USA,88,84944
Hideaway (Le refuge),2009,Drama,Francois Ozon,Mathieu Hippeau ,Isabelle Carre,French,France,88,23604
Date Night,2010,Comedy,Shawn Levy,Josh Klausner,Steve Carell,English,USA,88,98710290
Piranha 3D,2010,Comedy,Alexandre Aja,Pete Goldfinger,Richard Dreyfuss,English,USA,88,24900000
My Perestroika,2010,Documentary,Robin Hessman,unknown,unknown,Russian,USA,88,241875
A Film Unfinished,2010,Documentary,Yael Hersonski,Yael Hersonski,Hanna Avrutzki,German,Germany,88,311542
Jean-Michel Basquiat: The Radiant Child,2010,Documentary,Tamra Davis,Eric Martin,Jean Michel Basquiat,English,USA,88,256242
Le Quattro Volte,2010,Drama,Michelangelo Frammartino,Michelangelo Frammartino,Giuseppe Fuda,None,Italy,88,152530
Under the Boardwalk: The Monopoly Story,2010,Documentary,Kevin Tostado,Kevin Tostado,Zachary Levi,English,USA,88,5054
A Turtle's Tale: Sammy's Adventures,2010,Animation,Ben Stassen,Ben Stassen ,Anthony Anderson,English,France,88,1487325
Anuvahood,2011,Comedy,Adam Deacon,Adam Deacon,Adam Deacon,unknown,UK,88,1148718
The Last Lions,2011,Documentary,Dereck Joubert,Dereck Joubert,Jeremy Irons,English,USA,88,631925
Brief Reunion,2011,Drama,John Daschbach,John Daschbach,Joel de la Fuente,English,USA,88,5891
Buck,2011,Documentary,Cindy Meehl,unknown,Buck Brannaman,English,USA,88,4023123
Hell and Back Again,2011,Documentary,Danfung Dennis,unknown,Nathan Harris,English,USA,88,37539
Comic-Con Episode IV: A Fan's Hope,2011,Documentary,Morgan Spurlock,Jeremy Chilnick,Kevin Smith,English,USA,88,34665
Mars Needs Moms,2011,Animation,Simon Wells,Simon Wells ,Seth Green,English,USA,88,21379315
Attack the Block,2011,Action,Joe Cornish,Joe Cornish,Jodie Whittaker,English,UK,88,800000
Hide Away,2011,Drama,Chris Eyre,Peter Vanderwall,Josh Lucas,English,USA,88,29604
Violet & Daisy,2011,Action,Geoffrey Fletcher,Geoffrey Fletcher,Saoirse Ronan,English,USA,88,9982
Red State,2011,Action,Kevin Smith,Kevin Smith,Michael Angarano,English,USA,88,1000000
The Pirates! Band of Misfits,2012,Animation,Peter Lord,Gideon Defoe ,Hugh Grant,English,UK,88,31051126
Project X,2012,Comedy,Nima Nourizadeh,Matt Drake ,Thomas Mann,English,USA,88,53400000
30 Beats,2012,Comedy,Alexis Lloyd,Alexis Lloyd,Condola Rashad,English,France,88,14686
It's a Disaster,2012,Comedy,Todd Berger,Todd Berger,Rachel Boston,English,USA,88,57216
Sightseers,2012,Adventure,Ben Wheatley,Alice Lowe,Alice Lowe,English,UK,88,26183
Paranormal Activity 4,2012,Horror,Henry Joost,Christopher Landon ,Katie Featherston,English,USA,88,53921335
Trade of Innocents,2012,Drama,Christopher M. Bessette,Christopher M. Bessette,Dermot Mulroney,English,USA,88,15059
Underworld Awakening,2012,Action,Mans Marlind,Len Wiseman ,Kate Beckinsale,English,USA,88,62321039
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,2012,Documentary,Molly Bernstein,unknown,Ricky Jay,English,USA,88,151389
The Oogieloves in the Big Balloon Adventure,2012,Adventure,Matthew Diamond,Scott Stabile,Misty Miller,English,USA,88,1064277
Ice Age: Continental Drift,2012,Animation,Steve Martino,Michael Berg ,Aziz Ansari,English,USA,88,161317423
Legends of Oz: Dorothy's Return,2013,Animation,Will Finn,Roger S. Baum ,Dan Aykroyd,English,USA,88,6455823
Let the Fire Burn,2013,Documentary,Jason Osder,unknown,Birdie Africa,English,USA,88,59033
The Last Exorcism Part II,2013,Drama,Ed Gass-Donnelly,Damien Chazelle ,Ashley Bell,English,France,88,15200000
A.C.O.D.,2013,Comedy,Stuart Zicherman,Ben Karlin,Adam Scott,English,USA,88,123368
C.O.G.,2013,Comedy,Kyle Patrick Alvarez,Kyle Patrick Alvarez,Jonathan Groff,English,USA,88,55301
Runner Runner,2013,Crime,Brad Furman,Brian Koppelman,Justin Timberlake,English,USA,88,19316646
Hansel & Gretel: Witch Hunters,2013,Action,Tommy Wirkola,Tommy Wirkola,Jeremy Renner,English,Germany,88,55000000
Rhymes for Young Ghouls,2013,Crime,Jeff Barnaby,Jeff Barnaby,Devery Jacobs,English,Canada,88,3257
Hansel & Gretel: Witch Hunters,2013,Action,Tommy Wirkola,Tommy Wirkola,Jeremy Renner,English,Germany,88,55000000
Is the Man Who Is Tall Happy?,2013,Documentary,Michel Gondry,Michel Gondry,Michel Gondry,English,France,88,137042
Runner Runner,2013,Crime,Brad Furman,Brian Koppelman,Justin Timberlake,English,USA,88,19316646
Pawn,2013,Action,David A. Armstrong,Jay Anthony White,Jonathan Bennett,English,USA,88,2137
Dealin' with Idiots,2013,Comedy,Jeff Garlin,Jeff Garlin,Jeff Garlin,English,USA,88,15308
Meet the Patels,2014,Documentary,Geeta Patel,Matthew Hamachek,Ravi Patel,English,USA,88,1691439
God's Pocket,2014,Crime,John Slattery,Peter Dexter ,Christina Hendricks,English,USA,88,97040
Boulevard,2014,Drama,Dito Montiel,Douglas Soesbe,Robin Williams,English,USA,88,46743
Postman Pat,2014,Animation,Mike Disa,Nicole Dubuc,Stephen Mangan,English,UK,88,1628568
Rocks in My Pockets,2014,Animation,Signe Baumane,Signe Baumane,Signe Baumane,English,USA,88,22518
The Peanuts Movie,2015,Animation,Steve Martino,Craig Schulz ,Trombone Shorty,English,USA,88,106132048
Francofonia,2015,Drama,Aleksandr Sokurov,Aleksandr Sokurov,Louis-Do de Lencquesaing,Russian,France,88,290055
Cop Car,2015,Crime,Jon Watts,Jon Watts,Kevin Bacon,English,USA,88,128002
Man Up,2015,Comedy,Ben Palmer,Tess Morris,Lake Bell,English,UK,88,857215
Desierto,2015,Drama,Jonas Cuaron,Jonas Cuaron,Gael Garcia Bernal,Spanish,Mexico,88,1969105
Madagascar: Escape 2 Africa,2008,Animation,Eric Darnell,Etan Cohen,Ben Stiller,English,USA,89,179982968
Shorts,2009,Comedy,Robert Rodriguez,Robert Rodriguez,Jimmy Bennett,English,USA,89,20875468
Rosencrantz and Guildenstern Are Undead,2009,Comedy,Jordan Galland,Jordan Galland,Jake Hoffman,English,USA,89,70563
Bride Wars,2009,Comedy,Gary Winick,Greg DePaul ,Kate Hudson,English,USA,89,58637818
"The Goods: Live Hard, Sell Hard",2009,Comedy,Neal Brennan,Andy Stock,Jeremy Piven,English,USA,89,15000327
Surrogates,2009,Action,Jonathan Mostow,Michael Ferris ,Bruce Willis,English,USA,89,38542418
Bride Wars,2009,Comedy,Gary Winick,Greg DePaul ,Kate Hudson,English,USA,89,58637818
Down Terrace,2009,Crime,Ben Wheatley,Ben Wheatley,Robin Hill,English,UK,89,9609
Jack Goes Boating,2010,Drama,Philip Seymour Hoffman,Robert Glaudini ,Philip Seymour Hoffman,English,USA,89,300000
Ceremony,2010,Comedy,Max Winkler,Max Winkler,Michael Angarano,English,USA,89,21666
And Everything Is Going Fine,2010,Documentary,Steven Soderbergh,unknown,Spalding Gray,English,USA,89,21073
Holy Rollers,2010,Biography,Kevin Asch,Antonio Macia,Jesse Eisenberg,English,USA,89,302886
Tucker and Dale vs Evil,2010,Comedy,Eli Craig,Eli Craig,Tyler Labine,English,Canada,89,154232
The Weird World of Blowfly,2010,Documentary,Jonathan Furmanski,unknown,Clarence Reid,English,USA,89,1721
The Darkest Hour,2011,Action,Chris Gorak,Jon Spaihts ,Emile Hirsch,English,USA,89,21426805
Loosies,2011,Comedy,Michael Corrente,Peter Facinelli,Peter Facinelli,English,USA,89,3318
Kevin Hart: Laugh at My Pain,2011,Documentary,Leslie Small,Kevin Hart,Kevin Hart,English,USA,89,7705974
Conan O'Brien Can't Stop,2011,Documentary,Rodman Flender,unknown,Conan O'Brien,English,USA,89,267097
Paul Goodman Changed My Life,2011,Documentary,Jonathan Lee,unknown,Paul Goodman,English,USA,89,31510
Spy Kids 4: All the Time in the World,2011,Action,Robert Rodriguez,Robert Rodriguez,Jessica Alba,English,USA,89,38536376
How to Grow a Band,2011,Documentary,Mark Meatto,unknown,Jerry Douglas,English,USA,89,19237
African Cats,2011,Documentary,Keith Scholey,Keith Scholey ,Samuel L. Jackson,English,USA,89,15415270
The Decoy Bride,2011,Comedy,Sheree Folkson,Neil Jaworski,Danny Bage,English,UK,89,542
I Don't Know How She Does It,2011,Comedy,Douglas McGrath,Aline Brosh McKenna ,Sarah Jessica Parker,English,USA,89,9500000
In Another Country,2012,Drama,Sang-soo Hong,Sang-soo Hong ,Isabelle Huppert,Korean,South Korea,89,22139
Casting By,2012,Documentary,Tom Donahue,unknown,Deborah Aquila,English,USA,89,13960
Best Man Down,2012,Comedy,Ted Koland,Ted Koland,Justin Long,English,USA,89,1842
